year,first_name,sex,num
1924,Dorothy,F,39999
1924,Helen,F,31193
1924,Betty,F,30600
1924,Margaret,F,26548
1924,Ruth,F,23600
1924,Virginia,F,18622
1924,Mildred,F,15853
1924,Doris,F,15786
1924,Frances,F,15183
1924,Elizabeth,F,14950
1924,Evelyn,F,13358
1924,Anna,F,13077
1924,Marie,F,11577
1924,Alice,F,11537
1924,Jean,F,10723
1924,Marjorie,F,10069
1924,Irene,F,9928
1924,Shirley,F,9490
1924,Florence,F,9472
1924,Martha,F,9319
1924,Lois,F,9299
1924,Lillian,F,9100
1924,Louise,F,8854
1924,Rose,F,8480
1924,Ruby,F,8406
1924,Catherine,F,8363
1924,Barbara,F,8305
1924,Eleanor,F,8193
1924,Gladys,F,7790
1924,Edna,F,7408
1924,Annie,F,7350
1924,Thelma,F,7316
1924,Josephine,F,7274
1924,Patricia,F,6958
1924,Edith,F,6891
1924,Lucille,F,6744
1924,Pauline,F,6722
1924,Ethel,F,6585
1924,Norma,F,6542
1924,Gloria,F,6534
1924,Hazel,F,6342
1924,Grace,F,6329
1924,Phyllis,F,6267
1924,June,F,6150
1924,Marion,F,6047
1924,Bernice,F,6033
1924,Juanita,F,5404
1924,Rita,F,5381
1924,Beatrice,F,5271
1924,Esther,F,5257
1924,Lorraine,F,5109
1924,Jane,F,5104
1924,Sarah,F,5045
1924,Ann,F,5035
1924,Robert,M,60801
1924,John,M,59054
1924,William,M,53509
1924,James,M,52940
1924,Charles,M,30462
1924,George,M,27377
1924,Joseph,M,25422
1924,Richard,M,21245
1924,Edward,M,21127
1924,Donald,M,17929
1924,Thomas,M,16555
1924,Frank,M,16041
1924,Harold,M,14150
1924,Paul,M,13338
1924,Raymond,M,12871
1924,Walter,M,12696
1924,Jack,M,11922
1924,Henry,M,11197
1924,Kenneth,M,10355
1924,Arthur,M,10172
1924,Albert,M,9880
1924,Harry,M,9113
1924,Ralph,M,8767
1924,David,M,8759
1924,Eugene,M,8348
1924,Howard,M,7372
1924,Carl,M,7084
1924,Louis,M,7043
1924,Clarence,M,6895
1924,Willie,M,6701
1924,Roy,M,6557
1924,Fred,M,6534
1924,Earl,M,6530
1924,Francis,M,6131
1924,Joe,M,6044
1924,Lawrence,M,5775
1924,Ernest,M,5684
1924,Leonard,M,5601
1924,Anthony,M,5192
1924,Stanley,M,5187
1924,Herbert,M,5121
1924,Norman,M,5045
1925,Mary,F,70586
1925,Dorothy,F,38570
1925,Betty,F,32814
1925,Helen,F,29173
1925,Margaret,F,24463
1925,Ruth,F,22247
1925,Virginia,F,17491
1925,Doris,F,16076
1925,Mildred,F,14453
1925,Elizabeth,F,13936
1925,Frances,F,13824
1925,Evelyn,F,12504
1925,Anna,F,12251
1925,Jean,F,11598
1925,Alice,F,11575
1925,Marie,F,10929
1925,Shirley,F,10513
1925,Lois,F,9573
1925,Irene,F,9441
1925,Gloria,F,9381
1925,Marjorie,F,9307
1925,Barbara,F,9156
1925,Martha,F,8764
1925,Florence,F,8585
1925,Lillian,F,8352
1925,Rose,F,8280
1925,Louise,F,8275
1925,Patricia,F,8095
1925,Catherine,F,7867
1925,Ruby,F,7843
1925,Eleanor,F,7724
1925,Annie,F,7350
1925,Gladys,F,7231
1925,Norma,F,6941
1925,Thelma,F,6823
1925,Josephine,F,6809
1925,Edna,F,6782
1925,Pauline,F,6729
1925,June,F,6649
1925,Phyllis,F,6485
1925,Lucille,F,6397
1925,Edith,F,6275
1925,Ethel,F,6174
1925,Grace,F,5984
1925,Hazel,F,5779
1925,Bernice,F,5728
1925,Marion,F,5576
1925,Rita,F,5323
1925,Juanita,F,5233
1925,Robert,M,60897
1925,John,M,57200
1925,William,M,53307
1925,James,M,52683
1925,Charles,M,29581
1925,George,M,26560
1925,Joseph,M,24616
1925,Richard,M,23269
1925,Edward,M,20089
1925,Donald,M,19192
1925,Thomas,M,16689
1925,Frank,M,15328
1925,Paul,M,14176
1925,Harold,M,13597
1925,Raymond,M,12444
1925,Walter,M,12131
1925,Jack,M,12010
1925,Henry,M,10615
1925,Kenneth,M,10146
1925,Arthur,M,9986
1925,Albert,M,9513
1925,David,M,8917
1925,Harry,M,8610
1925,Eugene,M,8516
1925,Ralph,M,8467
1925,Howard,M,7169
1925,Willie,M,7124
1925,Carl,M,7060
1925,Louis,M,6799
1925,Clarence,M,6669
1925,Earl,M,6435
1925,Roy,M,6376
1925,Fred,M,6202
1925,Joe,M,6106
1925,Francis,M,5978
1925,Lawrence,M,5633
1925,Ernest,M,5493
1925,Leonard,M,5466
1925,Anthony,M,5040
1925,Stanley,M,5030
1926,Mary,F,67836
1926,Dorothy,F,36617
1926,Betty,F,32961
1926,Helen,F,26885
1926,Margaret,F,23072
1926,Ruth,F,20223
1926,Doris,F,16298
1926,Virginia,F,16161
1926,Mildred,F,13549
1926,Frances,F,13355
1926,Elizabeth,F,12835
1926,Jean,F,12167
1926,Evelyn,F,11780
1926,Shirley,F,11760
1926,Anna,F,11697
1926,Barbara,F,11080
1926,Alice,F,10956
1926,Marie,F,10631
1926,Lois,F,9819
1926,Gloria,F,9196
1926,Irene,F,9169
1926,Marjorie,F,8640
1926,Patricia,F,8589
1926,Martha,F,8554
1926,Rose,F,8509
1926,Florence,F,8178
1926,Louise,F,7979
1926,Lillian,F,7661
1926,Norma,F,7528
1926,Ruby,F,7474
1926,Catherine,F,7470
1926,Eleanor,F,7304
1926,Phyllis,F,6921
1926,Annie,F,6876
1926,Gladys,F,6634
1926,Thelma,F,6584
1926,Josephine,F,6409
1926,Edna,F,6395
1926,Pauline,F,6356
1926,June,F,6077
1926,Ethel,F,5858
1926,Edith,F,5786
1926,Lucille,F,5760
1926,Joyce,F,5704
1926,Bernice,F,5442
1926,Grace,F,5427
1926,Marion,F,5354
1926,Hazel,F,5302
1926,Dolores,F,5219
1926,Rita,F,5015
1926,Robert,M,61130
1926,John,M,56106
1926,James,M,53205
1926,William,M,51919
1926,Charles,M,29524
1926,George,M,25908
1926,Richard,M,25145
1926,Joseph,M,23760
1926,Donald,M,20913
1926,Edward,M,19376
1926,Thomas,M,16595
1926,Frank,M,14494
1926,Paul,M,13654
1926,Harold,M,13311
1926,Raymond,M,12807
1926,Jack,M,12196
1926,Walter,M,11775
1926,Kenneth,M,10343
1926,Henry,M,9998
1926,Arthur,M,9465
1926,Albert,M,9145
1926,David,M,9040
1926,Eugene,M,9013
1926,Ralph,M,8454
1926,Harry,M,8215
1926,Carl,M,6940
1926,Howard,M,6838
1926,Willie,M,6819
1926,Clarence,M,6541
1926,Louis,M,6511
1926,Fred,M,6448
1926,Earl,M,6441
1926,Joe,M,6339
1926,Roy,M,6224
1926,Francis,M,5790
1926,Lawrence,M,5582
1926,Ernest,M,5436
1926,Leonard,M,5402
1926,Norman,M,5284
1926,Billy,M,5180
1926,Gerald,M,5122
1926,Anthony,M,5060
1927,Mary,F,70640
1927,Dorothy,F,35989
1927,Betty,F,35425
1927,Helen,F,25321
1927,Margaret,F,21963
1927,Ruth,F,19417
1927,Doris,F,16508
1927,Virginia,F,15727
1927,Shirley,F,13315
1927,Barbara,F,13160
1927,Mildred,F,13055
1927,Frances,F,12988
1927,Elizabeth,F,12526
1927,Jean,F,12511
1927,Evelyn,F,11496
1927,Anna,F,11216
1927,Alice,F,10681
1927,Patricia,F,10553
1927,Lois,F,10505
1927,Marie,F,10314
1927,Irene,F,8607
1927,Gloria,F,8535
1927,Rose,F,8498
1927,Martha,F,8305
1927,Marjorie,F,8116
1927,Norma,F,7996
1927,Louise,F,7704
1927,Florence,F,7645
1927,Phyllis,F,7424
1927,Ruby,F,7264
1927,Catherine,F,7256
1927,Lillian,F,7181
1927,Eleanor,F,6962
1927,Dolores,F,6769
1927,Joyce,F,6685
1927,Annie,F,6561
1927,Gladys,F,6416
1927,Thelma,F,6304
1927,Josephine,F,6109
1927,Edna,F,6086
1927,Joan,F,6032
1927,Pauline,F,6011
1927,June,F,5737
1927,Lorraine,F,5728
1927,Lucille,F,5633
1927,Marilyn,F,5554
1927,Ethel,F,5485
1927,Edith,F,5402
1927,Bernice,F,5306
1927,Grace,F,5303
1927,Marion,F,5211
1927,Theresa,F,5128
1927,Hazel,F,5096
1927,Rita,F,5084
1927,Juanita,F,5073
1927,Nancy,F,5022
1927,Robert,M,61671
1927,John,M,55954
1927,James,M,53674
1927,William,M,51480
1927,Charles,M,31938
1927,Richard,M,26767
1927,George,M,25950
1927,Donald,M,23836
1927,Joseph,M,23503
1927,Edward,M,19114
1927,Thomas,M,17028
1927,Frank,M,14379
1927,Paul,M,13605
1927,Harold,M,13228
1927,Raymond,M,12806
1927,Jack,M,12801
1927,Walter,M,11344
1927,Kenneth,M,10848
1927,Henry,M,9868
1927,Eugene,M,9744
1927,David,M,9425
1927,Arthur,M,9340
1927,Albert,M,9128
1927,Ralph,M,8436
1927,Harry,M,8019
1927,Carl,M,7281
1927,Willie,M,6969
1927,Howard,M,6830
1927,Louis,M,6665
1927,Joe,M,6541
1927,Billy,M,6463
1927,Clarence,M,6458
1927,Earl,M,6405
1927,Roy,M,6387
1927,Fred,M,6312
1927,Francis,M,5644
1927,Lawrence,M,5572
1927,Gerald,M,5511
1927,Norman,M,5492
1927,Leonard,M,5311
1927,Ernest,M,5208
1927,Herbert,M,5019
1928,Mary,F,66873
1928,Betty,F,36079
1928,Dorothy,F,33732
1928,Helen,F,22937
1928,Margaret,F,20297
1928,Ruth,F,17858
1928,Doris,F,16575
1928,Barbara,F,14873
1928,Virginia,F,14503
1928,Shirley,F,14213
1928,Patricia,F,12332
1928,Jean,F,12207
1928,Frances,F,12137
1928,Elizabeth,F,11765
1928,Mildred,F,11649
1928,Anna,F,10575
1928,Evelyn,F,10534
1928,Lois,F,10422
1928,Alice,F,10139
1928,Dolores,F,9615
1928,Marie,F,9287
1928,Martha,F,8251
1928,Norma,F,8165
1928,Rose,F,8161
1928,Gloria,F,8117
1928,Phyllis,F,7923
1928,Joan,F,7855
1928,Irene,F,7729
1928,Marjorie,F,7632
1928,Joyce,F,7244
1928,Louise,F,7054
1928,Florence,F,6970
1928,Catherine,F,6910
1928,Ruby,F,6693
1928,Lillian,F,6575
1928,Eleanor,F,6536
1928,Annie,F,6328
1928,Marilyn,F,6067
1928,Lorraine,F,5982
1928,Thelma,F,5979
1928,Gladys,F,5793
1928,Josephine,F,5672
1928,Nancy,F,5537
1928,June,F,5517
1928,Edna,F,5473
1928,Beverly,F,5435
1928,Marion,F,5420
1928,Pauline,F,5389
1928,Theresa,F,5332
1928,Geraldine,F,5156
1928,Lucille,F,5094
1928,Robert,M,60703
1928,John,M,53757
1928,James,M,52756
1928,William,M,49121
1928,Charles,M,31243
1928,Richard,M,28797
1928,Donald,M,25702
1928,George,M,24398
1928,Joseph,M,22316
1928,Edward,M,18492
1928,Thomas,M,16580
1928,Frank,M,13569
1928,Paul,M,13163
1928,Harold,M,12679
1928,Jack,M,12493
1928,Raymond,M,11949
1928,Kenneth,M,11169
1928,Walter,M,10652
1928,David,M,9994
1928,Eugene,M,9709
1928,Henry,M,9316
1928,Arthur,M,8879
1928,Albert,M,8814
1928,Ralph,M,8100
1928,Herbert,M,8067
1928,Harry,M,7606
1928,Billy,M,7310
1928,Carl,M,6943
1928,Willie,M,6819
1928,Joe,M,6681
1928,Howard,M,6496
1928,Louis,M,6297
1928,Alfred,M,6248
1928,Roy,M,6228
1928,Clarence,M,6066
1928,Fred,M,6035
1928,Earl,M,5967
1928,Lawrence,M,5597
1928,Norman,M,5590
1928,Francis,M,5515
1928,Gerald,M,5487
1928,Leonard,M,5134
1929,Mary,F,63511
1929,Betty,F,36679
1929,Dorothy,F,31479
1929,Helen,F,20982
1929,Margaret,F,19207
1929,Doris,F,16497
1929,Barbara,F,16039
1929,Ruth,F,16023
1929,Shirley,F,14578
1929,Patricia,F,13624
1929,Virginia,F,13233
1929,Jean,F,11866
1929,Joan,F,11665
1929,Dolores,F,11506
1929,Elizabeth,F,11249
1929,Frances,F,11091
1929,Lois,F,10294
1929,Mildred,F,10254
1929,Evelyn,F,9884
1929,Anna,F,9750
1929,Alice,F,9480
1929,Marie,F,9158
1929,Joyce,F,8597
1929,Phyllis,F,7996
1929,Norma,F,7895
1929,Rose,F,7786
1929,Martha,F,7640
1929,Gloria,F,7539
1929,Irene,F,7040
1929,Marjorie,F,6986
1929,Louise,F,6902
1929,Nancy,F,6870
1929,Marilyn,F,6730
1929,Catherine,F,6277
1929,Florence,F,6212
1929,Ruby,F,6149
1929,Annie,F,5954
1929,Eleanor,F,5865
1929,Beverly,F,5863
1929,Lillian,F,5710
1929,Thelma,F,5476
1929,Lorraine,F,5353
1929,Geraldine,F,5334
1929,Gladys,F,5327
1929,Josephine,F,5298
1929,Ann,F,5172
1929,Donna,F,5141
1929,June,F,5095
1929,Theresa,F,5067
1929,Pauline,F,5026
1929,Robert,M,59804
1929,James,M,52126
1929,John,M,52113
1929,William,M,47808
1929,Charles,M,29932
1929,Richard,M,29573
1929,Donald,M,27186
1929,George,M,23018
1929,Joseph,M,21166
1929,Edward,M,17223
1929,Thomas,M,16275
1929,Frank,M,12964
1929,Paul,M,12430
1929,Jack,M,12170
1929,Raymond,M,11907
1929,Harold,M,11676
1929,David,M,11302
1929,Kenneth,M,10840
1929,Walter,M,9851
1929,Eugene,M,9045
1929,Henry,M,8571
1929,Arthur,M,8472
1929,Billy,M,8318
1929,Albert,M,8079
1929,Herbert,M,7876
1929,Ralph,M,7713
1929,Harry,M,7142
1929,Carl,M,6895
1929,Willie,M,6615
1929,Joe,M,6596
1929,Howard,M,6012
1929,Louis,M,5995
1929,Gerald,M,5968
1929,Fred,M,5858
1929,Roy,M,5813
1929,Earl,M,5740
1929,Clarence,M,5732
1929,Lawrence,M,5305
1929,Francis,M,5270
1929,Norman,M,5156
1930,Mary,F,64149
1930,Betty,F,38235
1930,Dorothy,F,30409
1930,Helen,F,19913
1930,Margaret,F,18353
1930,Barbara,F,18280
1930,Patricia,F,15751
1930,Joan,F,15479
1930,Doris,F,15466
1930,Ruth,F,14937
1930,Shirley,F,14776
1930,Virginia,F,13199
1930,Dolores,F,12840
1930,Jean,F,11986
1930,Elizabeth,F,10996
1930,Frances,F,10646
1930,Lois,F,10115
1930,Joyce,F,9659
1930,Evelyn,F,9537
1930,Alice,F,9515
1930,Mildred,F,9352
1930,Marilyn,F,9288
1930,Anna,F,9079
1930,Nancy,F,9070
1930,Norma,F,8512
1930,Marie,F,8426
1930,Martha,F,7832
1930,Phyllis,F,7770
1930,Rose,F,7690
1930,Gloria,F,7605
1930,Louise,F,6943
1930,Marjorie,F,6633
1930,Irene,F,6464
1930,Beverly,F,6455
1930,Catherine,F,6296
1930,Ruby,F,5993
1930,Donna,F,5979
1930,Florence,F,5866
1930,Eleanor,F,5823
1930,Annie,F,5755
1930,Ann,F,5532
1930,Rita,F,5469
1930,Lillian,F,5449
1930,Geraldine,F,5448
1930,Thelma,F,5249
1930,Lorraine,F,5166
1930,June,F,5094
1930,Gladys,F,5066
1930,Robert,M,62149
1930,James,M,53950
1930,John,M,52441
1930,William,M,47270
1930,Richard,M,32181
1930,Charles,M,31872
1930,Donald,M,29049
1930,George,M,22783
1930,Joseph,M,20982
1930,Edward,M,17352
1930,Thomas,M,17011
1930,Paul,M,12956
1930,Frank,M,12537
1930,Jack,M,12428
1930,David,M,12277
1930,Raymond,M,11714
1930,Kenneth,M,11704
1930,Harold,M,11662
1930,Walter,M,9729
1930,Billy,M,9286
1930,Eugene,M,9029
1930,Henry,M,8594
1930,Arthur,M,8285
1930,Albert,M,7945
1930,Ralph,M,7635
1930,Carl,M,6952
1930,Joe,M,6877
1930,Harry,M,6848
1930,Willie,M,6667
1930,Gerald,M,6482
1930,Howard,M,6343
1930,Fred,M,6048
1930,Roy,M,5919
1930,Louis,M,5810
1930,Herbert,M,5673
1930,Lawrence,M,5638
1930,Ronald,M,5637
1930,Earl,M,5564
1930,Clarence,M,5496
1930,Norman,M,5294
1930,Bobby,M,5183
1931,Mary,F,60295
1931,Betty,F,36105
1931,Dorothy,F,26526
1931,Barbara,F,21798
1931,Joan,F,19118
1931,Helen,F,17663
1931,Margaret,F,17333
1931,Patricia,F,16469
1931,Shirley,F,14405
1931,Doris,F,13628
1931,Ruth,F,13131
1931,Virginia,F,11884
1931,Jean,F,11012
1931,Dolores,F,10806
1931,Joyce,F,10581
1931,Elizabeth,F,10292
1931,Nancy,F,10035
1931,Frances,F,9717
1931,Marilyn,F,9665
1931,Lois,F,9349
1931,Alice,F,8816
1931,Norma,F,8760
1931,Gloria,F,8549
1931,Evelyn,F,8490
1931,Anna,F,8430
1931,Mildred,F,8168
1931,Marie,F,7549
1931,Martha,F,7481
1931,Phyllis,F,7213
1931,Rose,F,6881
1931,Beverly,F,6789
1931,Donna,F,6601
1931,Louise,F,5896
1931,Marjorie,F,5880
1931,Ann,F,5859
1931,Catherine,F,5643
1931,Irene,F,5614
1931,Geraldine,F,5412
1931,Ruby,F,5333
1931,Eleanor,F,5257
1931,Annie,F,5089
1931,Peggy,F,5078
1931,Florence,F,5011
1931,June,F,5002
1931,Robert,M,60518
1931,James,M,51224
1931,John,M,48428
1931,William,M,43278
1931,Richard,M,31821
1931,Charles,M,29926
1931,Donald,M,29104
1931,George,M,20689
1931,Joseph,M,19329
1931,Thomas,M,16847
1931,Edward,M,15645
1931,Paul,M,12254
1931,David,M,11782
1931,Kenneth,M,11566
1931,Jack,M,11483
1931,Frank,M,11474
1931,Raymond,M,10857
1931,Harold,M,10695
1931,Billy,M,9265
1931,Walter,M,8943
1931,Eugene,M,8151
1931,Henry,M,7803
1931,Arthur,M,7524
1931,Albert,M,7131
1931,Ralph,M,6956
1931,Gerald,M,6825
1931,Ronald,M,6724
1931,Carl,M,6581
1931,Joe,M,6452
1931,Harry,M,6044
1931,Willie,M,5965
1931,Bobby,M,5857
1931,Fred,M,5699
1931,Howard,M,5621
1931,Roy,M,5487
1931,Norman,M,5424
1931,Louis,M,5422
1931,Lawrence,M,5366
1931,Clarence,M,5062
1931,Earl,M,5046
1932,Mary,F,59883
1932,Betty,F,34419
1932,Barbara,F,26315
1932,Dorothy,F,24975
1932,Joan,F,21044
1932,Patricia,F,17990
1932,Margaret,F,16553
1932,Helen,F,16375
1932,Shirley,F,14477
1932,Doris,F,12910
1932,Ruth,F,12253
1932,Joyce,F,11362
1932,Nancy,F,10946
1932,Virginia,F,10755
1932,Jean,F,10671
1932,Marilyn,F,10568
1932,Elizabeth,F,9997
1932,Dolores,F,9630
1932,Frances,F,9554
