response_date,user_id,nps_rating
2020-12-03,44504,8
2020-12-01,38736,2
2020-12-29,18283,6
2020-10-09,26350,10
2020-12-11,32556,10
2020-10-19,23914,7
2020-11-19,32417,10
2020-11-22,13989,7
2020-10-16,30304,7
2020-12-29,10109,7
2020-12-12,28472,9
2020-11-30,16751,7
2020-11-03,23015,5
2020-12-17,26295,9
2020-10-10,30128,7
2020-12-02,10035,9
2020-12-22,37218,1
2020-10-19,36804,8
2020-12-08,38438,9
2020-11-24,42147,9
2020-12-18,46868,9
2020-11-25,43378,9
2020-11-19,46056,7
2020-10-13,19601,10
2020-11-01,36209,10
2020-10-31,30277,7
2020-12-28,35607,10
2020-12-05,41271,7
2020-11-20,49882,10
2020-10-03,44598,3
2020-10-23,39968,9
2020-12-31,17217,6
2020-10-02,48190,9
2020-11-22,42914,10
2020-12-09,36877,7
2020-11-26,22606,5
2020-12-27,13493,10
2020-11-03,29128,1
2020-12-04,31960,10
2020-10-05,26270,7
2020-12-31,16227,10
2020-12-24,13004,7
2020-11-22,20196,6
2020-11-19,30211,7
2020-11-11,39933,9
2020-11-22,26223,10
2020-12-05,30390,8
2020-12-19,19080,9
2020-10-25,38824,8
2020-10-19,13824,7
2020-10-29,47372,9
2020-11-11,23511,7
2020-10-17,48687,7
2020-10-10,19618,10
2020-11-25,45685,10
2020-12-05,27582,10
2020-11-02,21117,3
2020-11-12,39268,2
2020-11-07,34991,10
2020-12-26,12916,10
2020-12-10,31949,7
2020-10-24,47946,10
2020-10-27,10076,5
2020-12-13,42163,8
2020-11-05,37955,7
2020-10-06,10945,3
2020-11-17,23488,10
2020-12-09,14707,1
2020-12-13,16972,7
2020-10-27,39225,10
2020-10-26,32261,7
2020-10-10,24101,9
2020-12-28,37484,7
2020-10-08,27332,10
2020-12-26,13901,6
2020-12-09,47884,10
2020-11-02,25587,10
2020-10-30,24339,10
2020-10-09,32500,9
2020-10-10,13439,7
2020-10-07,28099,7
2020-11-28,40492,7
2020-10-12,37100,8
2020-10-28,10641,7
2020-12-10,12202,0
2020-10-26,40147,9
2020-12-17,49900,9
2020-11-18,30387,9
2020-11-17,29177,4
2020-10-01,33879,10
2020-11-29,36524,4
2020-11-24,11969,8
2020-12-24,29904,6
2020-12-04,48964,8
2020-12-14,21929,6
2020-11-27,44820,9
2020-11-30,49006,6
2020-12-27,35162,7
2020-12-03,31466,9
2020-12-20,32312,9
2020-10-25,26176,9
2020-10-27,19105,10
2020-11-03,37601,9
2020-10-14,32681,9
2020-12-16,46051,5
2020-11-28,18098,7
2020-12-19,43855,4
2020-10-02,38720,4
2020-11-09,26584,7
2020-10-13,42135,10
2020-12-07,33722,9
2020-11-21,21774,0
2020-11-24,23492,9
2020-11-03,41904,10
2020-11-29,34164,9
2020-10-25,49120,10
2020-11-15,45028,10
2020-12-12,46819,10
2020-11-14,24989,10
2020-11-26,42190,2
2020-10-25,12229,10
2020-11-04,42809,4
2020-10-15,41346,7
2020-12-20,15780,6
2020-10-19,24383,2
2020-11-11,35221,10
2020-11-05,41188,2
2020-10-24,12379,8
2020-12-23,47021,4
2020-11-14,10809,9
2020-11-18,13662,7
2020-10-10,17247,10
2020-11-12,49029,10
2020-12-08,46131,9
2020-11-02,45367,7
2020-10-14,12278,10
2020-12-09,49143,10
2020-12-22,37537,3
2020-12-31,46006,7
2020-11-19,29705,7
2020-10-07,11871,7
2020-12-28,11913,7
2020-11-22,37176,7
2020-10-29,41764,10
2020-10-04,28743,10
2020-11-04,46380,7
2020-10-05,26916,9
2020-11-07,42433,9
2020-10-05,23350,10
2020-12-21,46364,9
2020-11-29,24113,7
2020-10-27,48194,5
2020-11-12,14245,7
2020-10-19,46106,10
2020-11-10,44481,10
2020-10-30,19010,5
2020-11-10,44459,5
2020-10-02,18751,7
2020-11-28,31847,10
2020-11-21,13436,10
2020-12-06,18020,6
2020-12-14,27308,10
2020-11-30,20671,7
2020-12-12,22138,7
2020-11-27,24027,4
2020-11-06,33089,9
2020-12-23,30855,10
2020-12-14,31299,7
2020-11-09,20936,10
2020-11-25,41315,9
2020-12-19,24041,3
2020-12-20,44214,1
2020-10-15,18993,8
2020-11-12,25399,9
2020-10-26,43894,9
2020-12-19,43154,6
2020-11-24,19174,9
2020-10-10,21642,5
2020-11-04,47065,7
2020-10-30,41311,5
2020-11-27,12890,7
2020-11-11,48733,10
2020-10-04,13789,6
2020-12-27,31377,6
2020-12-10,39416,7
2020-11-13,15459,7
2020-12-24,25042,10
2020-10-28,43040,9
2020-10-30,12465,7
2020-10-02,32229,2
2020-10-17,28539,2
2020-11-20,33652,9
2020-10-14,15598,7
2020-12-26,40148,10
2020-11-15,31680,9
2020-10-11,28728,10
2020-10-19,31944,9
2020-12-28,31008,5
2020-11-14,29207,6
2020-11-12,45539,9
2020-10-14,12308,7
2020-10-23,15480,10
2020-10-16,16835,9
2020-10-18,32552,10
2020-10-12,48146,10
2020-12-07,29779,7
2020-11-01,29254,7
2020-11-05,24755,7
2020-10-01,39098,3
2020-10-16,18311,7
2020-12-28,36222,7
2020-11-12,13642,9
2020-10-02,29987,6
2020-10-01,21522,6
2020-10-31,44355,10
2020-11-07,38871,8
2020-10-25,36333,7
2020-10-16,42073,6
2020-12-11,49189,8
2020-10-12,29544,7
2020-12-27,44357,9
2020-10-09,35968,7
2020-11-24,18462,10
2020-10-15,17111,3
2020-10-16,11360,7
2020-11-18,26236,9
2020-11-28,34468,10
2020-12-13,45268,7
2020-10-18,36544,7
2020-12-17,44362,7
2020-11-11,19774,5
2020-11-21,32717,6
2020-12-20,35472,6
2020-12-21,44393,10
2020-12-27,25769,6
2020-10-03,43263,9
2020-12-10,42406,9
2020-10-10,15322,7
2020-12-12,16258,9
2020-11-25,49041,6
2020-11-03,22208,6
2020-12-28,13181,10
2020-10-06,31985,10
2020-11-29,44252,7
2020-11-16,31864,9
2020-10-25,49419,9
2020-10-01,48145,9
2020-11-05,26265,6
2020-12-07,33278,7
2020-12-24,46023,7
2020-10-21,48125,9
2020-11-04,45177,10
2020-12-06,33588,6
2020-11-02,24463,10
2020-11-13,33140,9
2020-11-26,12991,9
2020-11-23,37485,8
2020-12-09,37030,5
2020-12-19,19924,7
2020-10-05,43539,10
2020-10-03,17702,7
2020-12-18,17013,9
2020-12-28,38159,7
2020-12-05,14545,10
2020-12-29,31354,9
2020-10-09,31002,5
2020-11-15,42484,9
2020-12-22,19844,8
2020-10-21,44802,7
2020-12-22,28850,9
2020-10-05,34834,6
2020-12-02,13023,6
2020-11-20,33108,8
2020-12-27,10169,10
2020-12-29,26856,10
2020-10-31,15258,4
2020-10-25,18171,7
2020-12-18,22105,5
2020-12-19,36115,7
2020-10-29,23313,7
2020-10-17,34871,3
2020-10-20,37454,7
2020-11-12,46577,7
2020-11-20,48934,7
2020-10-22,47100,7
2020-10-29,37501,5
2020-11-27,32935,7
2020-12-22,18352,8
2020-11-07,43383,10
2020-12-31,24539,8
2020-10-21,39061,9
2020-12-18,17103,2
2020-10-07,36128,7
2020-12-26,48423,10
2020-10-15,21221,0
2020-10-24,26885,4
2020-12-24,38413,7
2020-12-23,27256,5
2020-11-12,23677,6
2020-11-15,19647,7
2020-11-25,33883,10
2020-12-04,49425,7
2020-11-24,14684,9
2020-11-07,40819,10
2020-11-29,11946,3
2020-11-21,42717,7
2020-12-16,49451,4
2020-10-30,40382,6
2020-11-28,20649,7
2020-11-26,12232,5
2020-12-03,24808,9
2020-12-25,12371,9
2020-12-11,35530,5
2020-11-26,18868,7
2020-10-21,39769,10
2020-12-14,30025,6
2020-11-17,14128,7
2020-10-02,27021,9
2020-10-26,37734,7
2020-10-20,23956,9
2020-10-23,31372,9
2020-10-24,14787,10
2020-12-08,35035,7
2020-11-21,20374,7
2020-12-30,45686,7
2020-12-03,25478,9
2020-10-29,40076,7
2020-11-04,43960,10
2020-10-26,10670,10
2020-11-16,33639,3
2020-11-11,19201,9
2020-11-02,36339,6
2020-12-29,26075,7
2020-11-12,19043,4
2020-12-25,38264,7
2020-10-26,14634,10
2020-12-29,41660,10
2020-12-02,30057,10
2020-11-12,38678,9
2020-10-10,19625,6
2020-10-28,34336,7
2020-11-01,34133,7
2020-10-16,37214,9
2020-10-02,46047,7
2020-12-30,32276,7
2020-10-04,41273,9
2020-10-09,24603,8
2020-11-18,35452,9
2020-12-22,30804,9
2020-12-23,47143,10
2020-10-01,10061,10
2020-12-09,49285,6
2020-12-07,11112,10
2020-12-06,19713,10
2020-10-04,24279,6
2020-10-22,21828,9
2020-12-06,19088,7
2020-11-26,45537,4
2020-11-28,18035,5
2020-12-02,43157,10
2020-11-02,11609,7
2020-10-13,42792,6
2020-11-27,49368,10
2020-11-07,27274,6
2020-11-06,47767,10
2020-11-17,15794,9
2020-12-14,36819,10
2020-10-25,48772,7
2020-12-13,25866,10
2020-12-23,27975,7
2020-10-20,38335,1
2020-10-27,46998,2
2020-12-23,46143,9
2020-11-30,28966,9
2020-11-04,14059,9
2020-10-22,27784,7
2020-10-11,14478,9
2020-11-02,21385,7
2020-11-04,32182,10
2020-11-30,40360,9
2020-11-21,46730,9
2020-10-30,43638,10
2020-12-18,37382,7
2020-10-29,23457,1
2020-12-10,41440,10
2020-10-31,41220,7
2020-10-11,38110,9
2020-12-25,14325,9
2020-10-21,34453,7
2020-12-01,13331,8
2020-12-12,37013,9
2020-12-25,41043,6
2020-10-14,30295,4
2020-11-04,35230,7
2020-10-09,15274,7
2020-11-24,11519,10
2020-10-18,23742,4
2020-10-26,20920,9
2020-11-02,40853,10
2020-10-22,21276,7
2020-12-30,34571,7
2020-11-08,27057,7
2020-12-23,24468,3
2020-10-09,32371,7
2020-12-01,41807,9
2020-11-25,29334,7
2020-11-05,37207,5
2020-12-24,22112,7
2020-11-28,39639,6
2020-10-30,46189,4
2020-12-24,15532,1
2020-11-12,12519,10
2020-10-19,37150,9
2020-11-27,46396,10
2020-11-21,44672,7
2020-11-19,18037,10
2020-10-28,32873,1
2020-12-02,18341,8
2020-11-29,43748,10
2020-11-15,35617,10
2020-10-22,48781,7
2020-12-11,18255,8
2020-12-25,45362,9
2020-11-25,21526,9
2020-10-19,26058,9
2020-11-17,34947,8
2020-11-30,41338,7
2020-11-05,10202,5
2020-11-21,49231,9
2020-11-23,47708,9
2020-12-31,17245,7
2020-12-20,23906,7
2020-11-26,35024,9
2020-11-27,25008,6
2020-12-16,26181,10
2020-12-30,40088,9
2020-12-14,30266,7
2020-12-27,28461,4
2020-11-05,20773,7
2020-12-11,21784,7
2020-12-13,17717,7
2020-11-22,43953,1
2020-12-18,19672,9
2020-11-17,22484,9
2020-12-27,22039,9
2020-10-25,41263,9
2020-11-09,39954,7
2020-11-04,25134,7
2020-10-15,17612,10
2020-12-24,40393,7
2020-11-22,13219,9
2020-10-05,18094,10
2020-11-05,43331,7
2020-12-24,16714,10
2020-10-26,14127,6
2020-10-05,29309,10
2020-12-18,48653,4
2020-12-16,49071,5
2020-12-16,32559,7
2020-12-01,44237,8
2020-10-10,15703,9
2020-10-23,16429,2
2020-12-20,36887,8
2020-12-26,43229,3
2020-11-30,40358,6
2020-11-16,31681,4
2020-12-06,31326,10
2020-10-14,44552,9
2020-11-04,26788,9
2020-12-31,20549,8
2020-10-08,22170,6
2020-12-18,19169,10
2020-11-12,39896,7
2020-10-03,48758,5
2020-11-27,32059,10
2020-10-14,39520,10
2020-10-02,44535,10
2020-11-18,47995,7
2020-10-23,12131,10
2020-11-10,39154,10
2020-12-24,24600,9
2020-12-25,15954,9
2020-10-22,23379,6
2020-10-22,20986,9
2020-12-10,19983,7
2020-12-16,24839,5
2020-10-28,12866,6
2020-11-25,28264,9
2020-11-14,48932,7
2020-11-07,41019,6
2020-11-21,31710,9
2020-10-14,31387,10
2020-10-18,37700,5
2020-11-12,35414,7
2020-12-01,32573,2
2020-10-02,49792,8
2020-10-04,40827,9
2020-10-16,24362,7
2020-10-09,11222,5
2020-10-20,15210,7
2020-11-27,43266,7
2020-12-23,48243,5
2020-12-10,16900,9
2020-12-10,12490,7
2020-12-23,24942,7
2020-11-21,28536,10
2020-12-30,49215,7
2020-10-27,48594,7
2020-10-27,40775,1
2020-12-16,40384,8
2020-11-30,47508,9
2020-12-15,37698,7
2020-10-06,12515,6
2020-10-15,43990,9
2020-11-02,42276,7
2020-11-08,35388,10
2020-12-21,31913,7
2020-12-02,14508,7
2020-10-16,15380,7
2020-10-13,10364,3
2020-11-30,44228,6
2020-12-13,17353,10
2020-11-08,13476,5
2020-12-06,41658,0
2020-12-19,19872,7
2020-12-17,39409,10
2020-12-12,27143,6
2020-10-25,35261,1
2020-11-02,25661,9
2020-11-19,23883,7
2020-11-19,38944,6
2020-10-07,36183,9
2020-11-23,20195,7
2020-11-15,49724,9
2020-12-28,29228,9
2020-10-01,39788,10
2020-10-01,20201,7
2020-11-20,33466,7
2020-11-20,34679,7
2020-12-12,40357,9
2020-12-19,15032,7
2020-12-01,40471,2
2020-12-10,12476,7
2020-12-31,37414,7
2020-12-20,37994,7
2020-10-17,38247,10
2020-10-29,29649,10
2020-12-10,44682,10
2020-12-04,25639,9
2020-11-02,36816,2
2020-12-26,13207,6
2020-11-21,30970,1
2020-10-30,24174,5
2020-10-13,23000,10
2020-11-12,36387,9
2020-11-28,41069,2
2020-11-13,43827,9
2020-10-05,23895,10
2020-12-29,27104,9
2020-10-09,29148,7
2020-11-02,19984,9
2020-12-04,22866,7
2020-11-05,34741,10
2020-11-05,47163,7
2020-11-01,32411,9
2020-10-23,24335,7
2020-10-28,49412,7
2020-12-22,34533,4
2020-10-16,23247,4
2020-12-26,30600,2
2020-11-07,24924,7
2020-10-08,27624,4
2020-11-07,12908,3
2020-12-14,36497,7
2020-12-30,11602,10
2020-12-24,44577,8
2020-10-24,41140,9
2020-10-31,38297,9
2020-12-02,28256,9
2020-12-10,48313,7
2020-11-09,10935,2
2020-10-08,30329,6
2020-10-25,18177,7
2020-10-17,39842,7
2020-11-19,11908,4
2020-10-04,36814,8
2020-12-28,26620,6
2020-10-03,37011,10
2020-12-20,22247,10
2020-12-01,44300,9
2020-12-02,45788,0
2020-10-11,14141,3
2020-10-20,10735,7
2020-11-10,22006,9
2020-11-11,34228,6
2020-10-14,35991,3
2020-11-17,35943,7
2020-10-26,20712,9
2020-12-03,43670,9
2020-10-03,19061,7
2020-10-27,31360,9
2020-11-07,46722,2
2020-12-10,32715,9
2020-11-06,23221,7
2020-10-20,21873,3
2020-10-31,36224,7
2020-10-13,48283,6
2020-11-30,29662,9
2020-12-23,43521,10
2020-12-10,17718,5
2020-11-10,29851,7
2020-11-13,40157,7
2020-12-01,11687,9
2020-10-29,31234,2
2020-12-15,31676,7
2020-11-25,16074,9
2020-10-17,15238,7
2020-11-30,48884,10
2020-10-31,46209,10
2020-12-14,40351,1
2020-12-21,21327,10
2020-12-21,48600,10
2020-12-10,38116,10
2020-11-30,29730,7
2020-10-03,48014,10
2020-12-08,25496,9
2020-10-29,35069,10
2020-11-05,33815,9
2020-11-17,22601,7
2020-12-15,24900,7
2020-12-23,42258,7
2020-10-19,41908,9
2020-10-07,34040,7
2020-11-08,23190,7
2020-10-05,45871,9
2020-12-27,39806,10
2020-12-25,27690,10
2020-12-19,39507,10
2020-11-03,38306,10
2020-11-28,40624,9
2020-10-25,21609,2
2020-10-18,31331,7
2020-11-16,18709,10
2020-12-21,28621,10
2020-11-18,31067,3
2020-10-08,26153,7
2020-12-29,24322,7
2020-10-01,26859,10
2020-10-05,29723,9
2020-11-21,23857,6
2020-10-06,21895,1
2020-12-25,20262,7
2020-12-20,28701,9
2020-10-22,33791,7
2020-10-10,20192,10
2020-12-28,30837,10
2020-10-24,29931,10
2020-12-29,32504,6
2020-10-11,17928,10
2020-10-06,12323,10
2020-11-03,33989,7
2020-11-23,22747,10
2020-12-02,13956,10
2020-10-03,17441,8
2020-11-08,43175,7
2020-10-27,29156,7
2020-12-01,33600,9
2020-12-28,49991,7
2020-12-11,47507,9
2020-11-24,38718,10
2020-11-05,14739,9
2020-10-30,44585,9
2020-10-24,45915,7
2020-10-08,22953,7
2020-11-04,49707,10
2020-11-12,45745,6
2020-10-29,36290,8
2020-10-21,45557,10
2020-10-09,29969,7
2020-10-14,17629,10
2020-10-21,13657,9
2020-12-09,46210,1
2020-11-27,36784,9
2020-10-28,44418,9
2020-11-01,18878,10
2020-12-13,36385,5
2020-11-21,22071,10
2020-10-05,23162,6
2020-12-31,15975,5
2020-10-13,15765,7
2020-12-14,35102,10
2020-11-10,40558,9
2020-11-07,41110,9
2020-11-14,43668,10
2020-10-12,21138,8
2020-10-02,17816,10
2020-12-06,16041,1
2020-11-27,43692,10
2020-11-20,28821,10
2020-10-02,45205,6
2020-12-14,35106,7
2020-12-28,30047,9
2020-11-02,30305,3
2020-11-30,32673,8
2020-10-03,32807,10
2020-12-13,44758,0
2020-12-31,14043,9
2020-11-24,27473,6
2020-12-20,39718,6
2020-10-26,26623,10
2020-10-24,32300,10
2020-12-18,43514,8
2020-11-27,24283,7
2020-12-11,34583,7
2020-10-09,43205,7
2020-11-16,32277,9
2020-11-24,27639,7
2020-12-27,39658,7
2020-12-10,28493,10
2020-10-19,36556,9
2020-10-16,16174,7
2020-11-18,49769,7
2020-12-28,14456,7
2020-11-17,44096,7
2020-11-02,16171,6
2020-12-09,46071,9
2020-12-07,31928,4
2020-10-26,14556,5
2020-10-19,18782,10
2020-10-20,37285,7
2020-11-20,23467,9
2020-11-09,16189,10
2020-11-09,41599,9
2020-12-09,41683,5
2020-12-16,26019,7
2020-10-28,24313,9
2020-12-03,15276,8
2020-12-20,34179,7
2020-10-06,38478,2
2020-11-19,45347,9
2020-10-06,11132,10
2020-12-25,23451,7
2020-10-11,16550,9
2020-11-03,41781,7
2020-10-29,12076,10
2020-11-19,38336,7
2020-12-08,26814,10
2020-10-19,13944,9
2020-10-29,46269,7
2020-12-30,37878,9
2020-10-25,49834,6
2020-12-02,33204,10
2020-10-31,31674,10
2020-11-14,38166,10
2020-10-08,44604,7
2020-11-18,48529,7
2020-10-14,48777,10
2020-11-07,18289,10
2020-12-15,24831,2
2020-10-13,25137,7
2020-12-08,17336,5
2020-10-20,36552,8
2020-10-04,35039,4
2020-10-14,49195,5
2020-10-19,20618,2
2020-10-25,40589,7
2020-10-26,35686,7
2020-12-05,35822,4
2020-10-11,33452,7
2020-12-01,14983,1
2020-11-07,29671,7
2020-11-30,33805,9
2020-11-01,33049,9
2020-11-06,13595,9
2020-12-15,39581,6
2020-10-28,42138,7
2020-12-20,22468,7
2020-11-22,49865,7
2020-10-25,17274,7
2020-11-26,42931,6
2020-11-03,40813,3
2020-11-27,37608,7
2020-10-05,40939,7
2020-11-18,12629,7
2020-12-21,18860,2
2020-12-29,27924,9
2020-12-28,46872,10
2020-10-20,27800,10
2020-11-06,40860,7
2020-12-13,19936,9
2020-10-02,34068,10
2020-11-25,14342,9
2020-10-08,19634,10
2020-10-05,19319,5
2020-12-26,16142,8
2020-12-10,17897,2
2020-11-20,23167,9
2020-12-05,38409,6
2020-11-27,17399,6
2020-11-05,30948,7
2020-12-27,44125,10
2020-11-21,46691,7
2020-11-23,14588,8
2020-12-28,20987,7
2020-11-30,40709,10
2020-11-29,12453,6
2020-10-02,23950,7
2020-11-30,42581,7
2020-12-17,12647,1
2020-10-29,33755,9
2020-11-30,29635,10
2020-10-04,43415,2
2020-10-16,43650,10
2020-10-18,17280,10
2020-11-12,48045,9
2020-10-21,17604,2
2020-12-17,32687,7
