response_date,user_id,nps_rating
2020-10-30,36152,7
2020-12-20,16567,9
2020-11-28,23268,7
2020-12-18,30544,7
2020-12-16,19481,9
2020-10-18,27985,10
2020-11-18,21966,7
2020-10-25,46026,9
2020-11-13,19465,9
2020-12-21,11705,9
2020-11-07,26741,7
2020-12-18,29403,10
2020-11-20,16762,10
2020-12-08,41932,4
2020-10-02,21776,1
2020-12-29,43879,8
2020-11-08,32299,9
2020-12-28,16386,9
2020-10-29,40290,10
2020-12-22,27370,9
2020-11-14,13033,9
2020-11-19,32113,1
2020-10-31,22732,10
2020-12-10,31282,9
2020-12-22,27090,9
2020-11-16,40456,7
2020-10-08,17257,7
2020-11-13,17714,9
2020-11-26,27515,7
2020-11-09,39425,10
2020-11-30,44721,5
2020-11-05,45787,6
2020-10-04,44974,7
2020-12-11,22447,10
2020-10-26,23685,1
2020-12-06,19078,10
2020-12-27,49159,7
2020-11-29,13406,3
2020-12-15,33410,7
2020-11-12,23828,7
2020-10-04,34788,7
2020-12-14,29793,2
2020-11-04,48923,9
2020-11-14,12927,1
2020-11-20,28030,9
2020-12-10,28074,7
2020-10-09,28871,3
2020-12-14,48520,9
2020-12-14,25031,10
2020-12-18,33109,7
2020-11-30,36741,10
2020-12-27,34838,9
2020-11-30,27764,9
2020-12-04,20672,5
2020-11-01,49706,7
2020-12-08,42053,1
2020-12-08,30335,9
2020-11-01,31945,1
2020-12-26,44570,9
2020-11-28,40171,9
2020-11-09,31799,7
2020-10-03,45706,10
2020-10-02,23529,7
2020-10-02,32173,7
2020-12-06,17551,7
2020-12-09,12242,7
2020-12-20,36369,9
2020-11-08,18514,10
2020-11-29,14505,7
2020-10-22,34158,6
2020-10-25,15452,7
2020-11-23,32279,7
2020-11-17,32051,9
2020-10-29,25796,7
2020-10-02,49798,7
2020-11-01,12608,6
2020-12-24,17617,10
2020-12-19,30818,8
2020-10-27,32919,9
2020-10-17,33685,9
2020-10-28,24247,9
2020-11-28,46864,8
2020-12-13,36168,7
2020-12-19,29242,10
2020-12-04,49053,7
2020-10-05,38276,10
2020-11-13,40132,7
2020-12-22,11122,7
2020-10-14,36179,10
2020-12-28,42703,6
2020-12-10,35088,10
2020-11-29,32200,4
2020-11-23,31076,5
2020-12-20,39376,9
2020-10-25,11051,10
2020-10-20,10732,9
2020-11-06,16884,7
2020-12-27,15518,10
2020-10-08,10980,7
2020-12-23,17043,10
2020-10-12,47024,10
2020-10-04,44629,10
2020-12-20,37711,9
2020-12-25,12247,7
2020-11-03,35478,9
2020-12-15,28787,5
2020-12-06,18385,10
2020-12-12,28992,7
2020-12-03,11801,4
2020-12-29,35241,7
2020-10-04,39038,2
2020-10-09,21684,10
2020-12-13,40760,7
2020-12-23,12748,7
2020-10-03,47788,5
2020-10-03,12731,9
2020-10-05,42936,10
2020-11-07,22001,9
2020-10-27,38353,10
2020-12-30,34819,9
2020-11-18,26960,5
2020-12-17,17251,6
2020-12-14,35769,9
2020-10-27,36602,10
2020-12-10,18910,3
2020-11-11,12664,7
2020-11-29,39796,7
2020-10-29,11292,9
2020-11-30,10497,10
2020-12-14,38181,7
2020-12-09,42180,7
2020-11-05,31694,7
2020-10-21,27288,10
2020-11-13,36260,2
2020-12-03,32133,10
2020-11-24,33264,4
2020-12-27,49177,7
2020-11-09,18972,10
2020-10-29,24429,7
2020-11-22,31454,7
2020-11-20,42938,7
2020-11-05,45892,9
2020-10-07,47541,10
2020-11-26,42155,7
2020-12-03,24842,6
2020-12-09,18087,10
2020-12-01,15249,1
2020-11-23,41014,9
2020-12-09,42031,9
2020-10-22,10690,2
2020-12-26,18434,7
2020-10-18,16089,7
2020-12-30,35574,9
2020-11-25,44779,9
2020-10-14,33520,10
2020-10-16,24484,9
2020-11-26,35581,0
2020-11-08,21580,6
2020-12-31,35128,6
2020-10-29,35536,10
2020-10-10,12739,10
2020-10-30,27034,7
2020-10-09,24918,9
2020-11-09,38240,9
2020-10-16,24568,8
2020-12-25,20815,10
2020-10-25,25464,7
2020-10-01,39783,4
2020-10-22,42568,10
2020-11-18,34937,7
2020-12-05,44651,7
2020-11-08,35563,4
2020-10-02,32353,10
2020-11-18,44335,9
2020-11-25,27430,8
2020-11-01,29609,10
2020-12-24,47307,7
2020-12-26,39619,9
2020-11-17,19204,7
2020-12-14,38642,7
2020-12-18,37015,9
2020-12-21,20596,7
2020-12-02,18645,7
2020-12-21,49868,9
2020-10-15,10706,10
2020-10-02,17956,7
2020-10-03,31707,7
2020-12-11,10872,10
2020-12-18,15565,10
2020-10-26,41226,7
2020-11-30,26651,9
2020-12-06,16761,7
2020-10-27,26066,3
2020-12-18,30803,7
2020-11-08,48230,10
2020-10-15,21989,7
2020-12-10,40770,9
2020-10-15,23481,9
2020-10-03,31624,10
2020-10-01,47782,7
2020-12-11,30932,7
2020-11-03,45986,4
2020-11-17,35777,9
2020-11-02,44960,7
2020-11-18,16443,7
2020-12-08,21772,7
2020-11-17,47749,7
2020-10-15,49363,9
2020-10-06,37923,10
2020-12-27,15533,2
2020-10-22,24985,7
2020-11-22,34248,7
2020-10-03,33760,6
2020-11-15,32038,7
2020-11-09,23525,9
2020-12-21,46195,10
2020-12-24,13286,7
2020-12-03,41452,6
2020-11-22,46397,4
2020-10-25,47325,7
2020-10-24,41102,2
2020-12-27,15949,10
2020-10-03,37903,6
2020-12-17,40930,7
2020-11-23,35263,9
2020-11-11,40026,7
2020-10-06,43379,7
2020-11-05,36624,10
2020-10-18,43912,4
2020-11-28,42943,4
2020-11-19,40104,10
2020-10-19,13272,7
2020-12-21,38325,10
2020-11-19,25894,9
2020-11-04,16531,9
2020-12-07,14164,9
2020-12-26,38591,7
2020-11-05,49997,10
2020-12-20,11840,6
2020-12-20,22210,9
2020-10-09,13762,6
2020-11-14,18190,9
2020-10-15,22304,9
2020-10-30,21409,1
2020-11-24,30488,6
2020-12-11,37738,7
2020-10-23,39711,10
2020-12-15,31729,6
2020-12-29,45525,7
2020-12-25,31844,7
2020-12-20,11880,9
2020-12-07,31576,6
2020-12-24,16539,10
2020-12-12,12722,9
2020-12-27,16802,7
2020-11-14,49692,6
2020-10-25,28973,5
2020-11-19,12738,10
2020-11-06,32111,7
2020-12-26,18353,0
2020-11-13,35994,6
2020-10-11,37654,9
2020-10-29,27794,9
2020-10-07,13466,10
2020-11-11,35838,10
2020-10-27,44223,9
2020-10-18,16398,10
2020-10-09,24916,10
2020-12-14,47222,7
2020-11-28,39365,10
2020-11-06,23463,7
2020-10-15,25363,10
2020-10-22,36035,9
2020-10-26,21878,7
2020-10-06,49471,10
2020-12-04,25865,9
2020-11-22,36258,10
2020-11-25,35378,6
2020-11-18,30166,10
2020-10-29,29340,10
2020-10-31,10501,6
2020-12-07,43029,10
2020-11-29,35546,7
2020-11-08,27505,10
2020-10-26,20724,7
2020-12-04,44168,7
2020-12-05,11715,0
2020-12-22,49503,4
2020-11-11,29484,9
2020-10-30,44941,9
2020-12-06,26402,9
2020-11-14,19859,8
2020-12-17,11919,9
2020-11-30,47274,7
2020-11-22,38032,7
2020-10-19,40020,0
2020-11-26,47502,10
2020-11-02,10880,9
2020-11-27,23355,4
2020-11-22,32491,7
2020-11-10,45543,10
2020-12-29,31762,8
2020-12-26,31273,9
2020-11-25,45530,7
2020-12-31,43355,1
2020-10-01,11349,9
2020-12-27,10938,8
2020-11-04,38383,7
2020-12-22,12878,9
2020-10-20,29335,10
2020-11-01,29100,7
2020-10-05,19706,9
2020-10-08,15793,8
2020-10-21,14171,9
2020-10-21,34462,7
2020-10-16,38366,10
2020-11-23,31254,7
2020-10-07,13441,7
2020-11-25,29666,10
2020-11-29,26861,9
2020-12-06,12079,7
2020-12-14,37202,7
2020-10-03,48899,9
2020-11-25,13676,5
2020-12-31,10854,7
2020-10-12,13020,9
2020-12-16,25913,5
2020-10-06,34245,7
2020-12-01,23756,7
2020-10-21,29767,10
2020-11-21,36384,4
2020-12-08,45827,10
2020-11-01,21155,3
2020-10-03,14553,7
2020-12-04,23971,5
2020-11-11,23004,10
2020-11-11,40854,2
2020-10-06,39781,4
2020-11-08,33085,10
2020-12-17,29990,6
2020-10-26,36018,4
2020-10-25,39722,4
2020-12-29,11492,10
2020-11-22,23460,6
2020-12-06,23516,7
2020-10-20,44696,7
2020-12-28,16583,6
2020-12-27,41313,7
2020-10-22,38209,10
2020-11-10,12821,7
2020-12-09,39167,8
2020-12-15,17826,10
2020-10-09,29600,9
2020-10-28,19893,5
2020-12-18,27978,3
2020-10-16,46798,9
2020-11-07,22561,2
2020-10-31,21982,8
2020-11-09,45345,7
2020-11-06,33650,8
2020-10-05,38977,7
2020-10-12,31796,9
2020-10-27,22791,9
2020-10-24,20910,9
2020-11-18,30415,7
2020-11-16,23988,7
2020-12-02,22280,9
2020-12-03,48204,10
2020-10-30,24118,10
2020-10-18,39233,9
2020-12-19,42959,9
2020-11-27,23586,9
2020-10-25,26657,9
2020-11-21,35173,6
2020-11-28,31798,10
2020-12-09,11247,7
2020-11-22,35076,10
2020-10-25,18187,6
2020-11-03,38421,7
2020-12-12,24648,7
2020-10-15,11388,10
2020-12-18,31605,10
2020-10-23,46918,7
2020-10-12,28625,7
2020-11-18,33741,1
2020-10-02,13195,7
2020-10-27,36022,7
2020-11-22,43113,8
2020-10-29,27859,10
2020-10-19,32222,9
2020-11-19,33023,7
2020-10-19,18070,7
2020-12-12,37516,9
2020-12-03,11612,9
2020-10-15,30145,6
2020-10-23,45896,6
2020-11-30,39599,9
2020-12-27,15810,9
2020-10-25,41258,9
2020-10-07,29210,10
2020-12-16,33163,6
2020-10-29,43332,7
2020-11-04,34663,7
2020-11-05,27993,7
2020-11-22,47812,9
2020-12-21,45239,9
2020-11-09,24077,10
2020-11-05,20391,7
2020-12-30,47840,10
2020-12-30,24069,8
2020-11-01,19153,4
2020-11-12,12321,9
2020-10-23,46282,7
2020-11-28,28832,8
2020-11-03,40143,10
2020-11-26,29619,10
2020-10-28,27016,9
2020-10-25,31093,7
2020-11-16,11213,7
2020-11-25,13095,9
2020-10-27,42081,9
2020-12-25,14246,9
2020-10-16,49544,10
2020-12-13,14211,10
2020-12-20,14566,10
2020-12-11,11423,10
2020-12-08,14271,7
2020-10-17,10354,7
2020-10-01,22835,8
2020-12-24,35068,10
2020-11-15,20635,7
2020-12-22,36070,0
2020-11-13,42764,9
2020-10-31,38131,6
2020-10-10,30002,9
2020-12-26,34460,9
2020-11-02,24107,7
2020-11-03,34537,4
2020-12-23,44996,7
2020-12-19,26037,7
2020-10-05,16681,9
2020-11-18,10584,8
2020-12-26,26990,10
2020-10-23,17656,9
2020-10-31,48518,9
2020-10-09,40363,10
2020-10-27,30024,8
2020-10-02,10410,10
2020-12-28,31189,9
2020-10-08,28253,7
2020-12-02,10027,9
2020-10-14,23766,10
2020-10-23,48686,7
2020-12-03,41670,10
2020-12-31,47017,10
2020-11-02,19780,10
2020-11-11,17081,5
2020-10-11,29605,7
2020-11-26,32678,9
2020-11-19,26346,7
2020-11-11,23110,2
2020-12-28,35348,7
2020-10-25,26718,9
2020-12-22,27438,6
2020-10-03,44280,9
2020-10-19,22654,9
2020-10-19,31316,10
2020-10-30,13942,9
2020-10-15,47141,10
2020-12-05,42380,10
2020-12-09,36014,10
2020-11-09,23968,10
2020-10-08,42321,9
2020-11-11,17492,6
2020-11-29,14299,6
2020-12-25,31232,9
2020-10-07,44551,7
2020-12-21,37163,6
2020-10-14,18012,7
2020-11-06,24281,7
2020-12-06,23840,7
2020-12-28,19024,10
2020-10-21,27809,10
2020-11-03,35569,7
2020-10-23,28706,9
2020-11-05,35048,9
2020-12-09,46773,9
2020-10-30,44925,4
2020-10-09,21852,10
2020-11-28,34257,5
2020-11-27,27930,7
2020-11-26,44492,8
2020-11-03,45027,7
2020-12-31,44832,9
2020-12-12,40961,6
2020-12-08,40186,9
2020-12-26,18428,7
2020-12-26,33640,7
2020-12-13,32122,10
2020-12-08,25655,8
2020-11-20,49401,7
2020-11-06,47666,5
2020-11-02,26293,6
2020-12-26,10355,10
2020-10-20,20152,4
2020-10-12,33325,9
2020-10-24,19807,6
2020-11-03,44910,9
2020-12-10,36020,7
2020-10-04,36106,7
2020-12-10,38218,10
2020-11-20,27873,6
2020-11-25,26540,9
2020-11-09,16713,9
2020-12-10,45006,6
2020-11-29,21306,7
2020-12-04,13867,7
2020-11-27,46767,10
2020-10-21,37940,10
2020-11-24,29382,7
2020-12-27,22665,8
2020-12-09,17163,7
2020-12-16,20871,7
2020-10-01,12700,10
2020-12-26,46631,10
2020-10-30,28286,7
2020-12-26,49154,9
2020-11-07,16043,7
2020-11-07,38120,10
2020-12-04,43132,9
2020-11-02,49442,7
2020-12-21,17867,4
2020-12-06,30219,10
2020-11-25,14715,6
2020-11-06,21589,10
2020-12-11,15754,9
2020-10-13,17461,6
2020-10-26,47366,7
2020-12-28,38677,9
2020-11-07,23573,7
2020-11-24,13355,9
2020-10-17,42240,6
2020-10-11,44529,7
2020-11-03,18290,10
2020-11-28,24137,10
2020-10-24,14445,8
2020-11-05,27044,7
2020-11-24,28144,7
2020-12-06,31908,10
2020-10-29,34240,6
2020-11-18,37610,10
2020-11-28,26141,7
2020-10-02,10133,8
2020-10-20,47991,9
2020-11-10,38234,2
2020-10-16,15110,8
2020-11-17,12523,4
2020-10-26,49715,10
2020-10-21,39328,9
2020-10-16,20055,10
2020-10-26,34280,7
2020-12-21,30509,7
2020-10-08,49158,7
2020-11-03,41972,7
2020-10-15,34862,10
2020-12-22,31745,10
2020-10-12,18378,7
2020-10-05,29352,6
2020-12-27,29327,6
2020-12-15,42536,9
2020-12-19,49931,1
2020-11-30,19691,10
2020-12-31,14868,10
2020-10-24,34771,7
2020-10-01,16792,5
2020-11-13,43525,7
2020-12-26,20802,7
2020-12-10,20443,5
2020-10-31,29787,10
2020-10-23,45157,9
2020-12-02,13658,1
2020-11-09,35669,10
2020-11-25,11688,7
2020-12-23,23049,7
2020-11-25,33661,7
2020-12-16,10414,8
2020-10-20,19067,10
2020-12-12,24409,7
2020-11-02,44421,7
2020-11-25,32226,10
2020-10-20,40848,7
2020-11-13,22762,7
2020-11-15,46134,6
2020-10-14,20063,10
2020-12-31,31191,9
2020-10-04,45095,7
2020-12-01,27109,5
2020-12-23,11439,7
2020-11-23,11662,7
2020-10-12,44955,2
2020-11-19,36749,9
2020-12-15,13252,10
2020-11-05,37268,10
2020-12-17,35575,7
2020-12-05,32175,10
2020-11-29,16321,10
2020-10-20,49968,10
2020-11-19,28015,10
2020-11-17,15485,10
2020-12-25,21503,6
2020-12-04,21266,10
2020-10-10,46906,1
2020-11-02,28910,9
2020-11-27,16367,10
2020-12-10,37038,9
2020-12-01,11810,3
2020-11-29,30927,7
2020-12-09,12547,9
2020-10-19,39423,10
2020-10-23,14757,5
2020-12-11,36122,4
2020-11-10,14467,2
2020-10-24,34781,10
2020-10-06,27656,7
2020-11-29,19015,9
2020-10-11,17409,6
2020-10-23,22781,8
2020-12-11,12768,10
2020-11-18,15893,7
2020-11-07,39730,1
2020-10-13,41209,8
2020-11-27,45275,10
2020-10-13,45340,8
2020-11-06,18401,6
2020-11-25,30556,7
2020-10-05,43998,9
2020-10-21,23108,10
2020-11-25,10092,9
2020-10-29,29886,9
2020-10-07,32079,5
2020-10-13,22516,10
2020-11-04,42367,9
2020-12-31,39441,7
2020-10-27,12637,10
2020-11-03,38511,9
2020-12-07,24306,10
2020-12-29,16691,7
2020-10-04,15394,10
2020-10-10,17357,6
2020-10-14,43983,9
2020-10-14,10775,7
2020-12-23,13947,9
2020-10-06,43149,10
2020-10-22,15935,1
2020-12-03,11977,3
2020-10-03,36039,7
2020-11-09,35858,6
2020-12-09,17212,7
2020-12-25,39530,9
2020-12-12,27998,7
2020-12-10,17430,10
2020-11-16,14662,7
2020-11-20,23917,8
2020-11-17,12726,9
2020-10-20,31808,9
2020-11-18,36851,7
2020-12-30,30376,7
2020-10-19,15971,6
2020-12-10,49489,10
2020-11-15,37077,10
2020-10-19,15506,8
2020-10-26,27322,7
2020-10-16,49300,9
2020-10-25,21140,7
2020-11-16,26154,4
2020-11-08,17712,10
2020-11-15,15466,6
2020-11-04,26081,7
2020-12-17,33446,10
2020-12-01,29306,1
2020-12-09,28428,9
2020-12-26,34385,6
2020-10-08,30958,8
2020-11-16,12622,7
2020-12-02,21790,9
2020-12-06,33742,1
2020-11-18,19768,7
2020-12-20,17083,7
2020-12-23,20273,7
2020-12-16,44711,7
2020-10-21,24194,9
2020-11-03,12429,9
2020-11-04,14280,8
2020-11-06,33710,4
2020-10-18,15596,10
2020-10-05,12607,10
2020-10-05,22152,10
2020-11-26,42114,6
2020-11-26,36395,6
2020-11-09,42532,4
2020-12-29,24297,7
2020-10-23,40455,10
2020-10-05,31332,10
2020-11-10,35942,7
2020-11-22,10117,7
2020-12-09,23386,7
2020-12-16,46650,9
2020-11-27,22098,6
2020-10-01,40591,7
2020-10-13,44316,5
2020-11-16,26815,10
2020-11-01,47460,9
2020-10-28,10301,10
2020-11-03,29449,9
2020-12-22,16617,2
2020-10-08,19517,7
2020-11-25,26474,9
2020-10-07,47557,7
2020-11-21,21672,9
2020-10-01,19537,10
2020-10-29,43665,7
2020-12-31,11050,10
2020-10-11,19395,9
2020-10-12,11897,9
2020-10-01,48976,9
2020-12-05,18183,5
2020-12-03,21998,7
2020-12-28,42347,10
2020-10-10,30033,9
2020-10-06,28441,8
2020-12-07,44670,10
2020-11-02,32422,10
2020-11-10,12881,10
2020-10-06,43188,10
2020-11-13,38164,5
2020-11-13,48681,9
2020-10-28,32404,0
2020-10-06,40324,0
2020-10-05,45951,7
2020-12-18,25232,10
2020-12-19,42545,7
2020-12-15,34632,10
2020-11-27,36316,7
2020-10-02,43427,10
2020-11-11,44366,7
2020-10-01,43536,5
2020-12-07,41285,7
2020-10-06,45932,9
2020-10-02,20004,7
2020-12-17,30534,7
2020-11-24,26383,9
2020-10-28,27493,2
2020-11-13,28449,9
2020-11-18,11684,10
2020-10-24,12737,9
2020-11-10,33141,7
2020-11-17,11525,6
2020-12-19,47721,10
2020-10-06,33887,7
2020-11-21,10305,7
2020-11-29,48574,7
2020-10-16,34398,10
2020-12-08,13936,9
2020-10-25,28550,2
2020-12-05,10001,9
2020-11-20,21292,9
2020-12-06,44253,6
2020-10-07,43757,7
2020-10-16,27747,9
2020-10-30,35952,6
2020-12-16,45763,6
2020-10-17,19979,6
2020-11-22,34767,7
2020-10-25,40938,7
2020-11-22,27795,10
2020-11-03,12530,7
2020-11-04,15939,1
2020-10-31,49117,9
2020-12-04,28943,3
2020-12-08,24134,9
2020-11-25,30480,9
2020-11-21,17985,10
2020-12-29,16246,6
2020-11-08,22239,1
2020-11-12,31494,7
2020-12-28,28315,7
2020-10-20,25482,7
2020-11-19,35983,2
2020-12-17,18213,0
2020-10-03,37159,7
2020-12-30,37888,7
2020-11-13,46430,1
2020-11-01,27018,2
2020-10-28,34339,7
2020-12-19,49670,3
2020-10-10,17239,10
2020-12-07,31932,6
2020-11-09,24614,9
2020-10-18,44119,10
2020-10-18,27551,7
2020-12-28,26662,2
2020-10-08,13064,9
2020-11-04,25684,10
2020-12-02,20294,7
2020-10-15,30097,6
2020-12-21,48656,9
2020-11-30,45098,9
2020-10-22,44857,10
2020-11-07,33001,10
2020-11-13,45381,4
2020-10-23,14901,7
2020-10-12,10083,9
2020-10-17,35298,10
2020-11-02,46736,7
2020-10-14,36874,7
2020-11-21,23280,7
2020-12-10,12605,5
2020-11-29,23426,6
2020-11-21,44497,9
2020-10-06,35951,7
2020-10-11,40469,9
2020-12-15,36029,6
2020-12-29,24689,6
2020-11-28,48249,7
2020-12-28,32256,9
2020-10-02,47834,7
2020-12-25,29901,6
2020-10-30,14070,9
2020-11-15,44641,7
2020-12-26,44810,7
2020-11-19,32920,9
2020-12-15,44734,7
2020-10-18,13813,7
2020-12-20,40986,7
2020-10-01,35260,3
2020-12-01,25424,7
2020-12-02,27637,7
2020-11-06,28794,7
2020-11-05,38615,10
2020-12-08,29627,10
2020-10-09,48375,9
2020-10-19,10440,9
2020-11-24,45498,9
2020-10-15,40902,7
2020-11-01,17731,7
2020-10-07,24975,7
2020-10-11,26088,10
2020-11-23,31531,10
2020-12-22,35457,6
2020-10-10,35154,7
2020-12-16,29075,9
2020-12-30,25225,9
2020-11-11,48221,10
2020-12-08,47333,6
2020-10-04,36982,10
2020-12-27,31336,7
2020-11-04,18519,8
2020-11-26,42575,9
2020-10-07,43388,7
2020-11-06,16652,9
2020-11-17,43630,7
2020-10-13,15505,10
2020-11-27,25713,9
2020-12-23,23574,9
2020-11-07,36364,3
2020-10-19,10931,9
2020-12-15,24154,7
2020-12-14,23064,9
2020-11-19,45549,9
2020-11-18,45623,7
2020-10-17,31322,10
2020-10-28,30316,4
2020-12-31,20486,9
2020-11-07,29646,9
2020-10-19,21050,10
2020-10-06,36377,10
2020-11-19,30972,9
2020-10-24,46552,7
2020-11-16,18681,9
2020-11-26,40183,9
2020-12-19,45584,7
2020-11-02,27013,1
2020-12-29,38523,9
2020-12-01,14448,7
2020-10-11,36049,5
2020-12-20,16242,10
2020-11-05,43795,9
2020-10-06,12253,3
2020-10-30,11637,6
2020-10-25,28208,8
2020-10-13,37200,8
2020-12-24,22855,7
2020-11-19,48878,0
2020-12-28,10939,10
2020-10-13,30751,8
2020-11-05,44266,9
2020-11-01,24185,6
2020-12-06,22915,9
2020-10-15,17007,2
2020-12-17,16455,2
2020-10-20,27117,9
2020-11-24,46584,1
2020-10-25,45350,7
2020-10-06,35313,9
2020-10-10,21022,7
2020-12-12,45497,6
2020-11-10,26059,10
2020-12-14,27153,9
2020-10-12,11278,6
2020-10-29,22889,7
