DateTime,Location,Gender,Res1,Res2
2017-10-24T15:03:00Z,Ames PD,M,0,0
2017-10-22T04:46:00Z,ISU PD,F,0.15600000000000003,0.15500000000000003
2017-10-22T02:34:00Z,ISU PD,M,0.14,0.139
2017-10-21T02:44:00Z,ISU PD,M,0,0
2017-10-21T02:12:00Z,ISU PD,M,0.17700000000000002,0.17700000000000002
2017-10-20T05:14:00Z,ISU PD,NA,0.053000000000000005,0.053000000000000005
2017-10-20T02:47:00Z,ISU PD,F,0.136,0.135
2017-10-17T04:41:00Z,ISU PD,M,0.003,0.003
2017-10-16T01:25:00Z,ISU PD,M,0,0
2017-10-15T03:47:00Z,Ames PD,M,0.14400000000000002,0.14300000000000002
2017-10-15T02:05:00Z,Ames PD,M,0.138,0.137
2017-10-13T03:44:00Z,ISU PD,M,0.138,0.138
2017-10-12T12:16:00Z,Ames PD,M,0.169,0.168
2017-10-12T02:56:00Z,ISU PD,F,0.093,0.092
2017-10-12T01:55:00Z,Ames PD,M,0.17500000000000002,0.17500000000000002
2017-10-11T02:13:00Z,ISU PD,M,0.07400000000000001,0.07200000000000001
2017-10-10T22:53:00Z,Ames PD,M,0.111,0.111
2017-10-08T10:32:00Z,Ames PD,M,0.041,0.04
2017-10-08T02:24:00Z,ISU PD,M,0.16,0.15900000000000003
2017-10-07T21:08:00Z,Ames PD,M,0.15200000000000002,0.15200000000000002
2017-10-07T02:22:00Z,Ames PD,M,0.119,0.12000000000000001
2017-10-07T01:58:00Z,Ames PD,NA,0.199,0.198
2017-10-06T02:16:00Z,Ames PD,F,0.07800000000000001,0.07700000000000001
2017-10-01T07:00:00Z,ISU PD,M,0.168,0.167
2017-09-30T05:03:00Z,ISU PD,M,0.101,0.1
2017-09-30T03:09:00Z,ISU PD,F,0.14100000000000001,0.14100000000000001
2017-09-29T00:08:00Z,ISU PD,F,0.14400000000000002,0.14500000000000002
2017-09-22T02:06:00Z,ISU PD,F,0.181,0.181
2017-09-22T01:28:00Z,Ames PD,M,0.098,0.097
2017-09-21T03:15:00Z,ISU PD,M,0.109,0.10800000000000001
2017-09-17T02:31:00Z,ISU PD,M,0.184,0.183
2017-09-16T03:44:00Z,Ames PD,M,0.15400000000000003,0.15300000000000002
2017-09-16T02:32:00Z,ISU PD,M,0.14700000000000002,0.14600000000000002
2017-09-10T03:46:00Z,Ames PD,M,0.18,0.17900000000000002
2017-09-10T02:15:00Z,Ames PD,M,0.036,0.036
2017-09-10T01:20:00Z,ISU PD,M,0.092,0.091
2017-09-09T17:21:00Z,ISU PD,M,0.184,0.183
2017-09-06T03:10:00Z,ISU PD,M,0.10700000000000001,0.10600000000000001
2017-09-04T03:31:00Z,Ames PD,F,0.136,0.136
2017-09-03T02:47:00Z,Ames PD,M,0.14400000000000002,0.14400000000000002
2017-09-02T21:53:00Z,ISU PD,M,0.20900000000000002,0.20900000000000002
2017-09-02T20:46:00Z,ISU PD,M,0.167,0.168
2017-09-02T03:42:00Z,ISU PD,M,0.118,0.117
2017-09-02T01:22:00Z,Ames PD,M,0.234,0.233
2017-09-01T20:25:00Z,Ames PD,M,0.306,0.306
2017-09-01T03:11:00Z,ISU PD,M,0.126,0.125
2017-08-27T03:23:00Z,Ames PD,M,0.224,0.223
2017-08-27T03:02:00Z,ISU PD,M,0,0
2017-08-25T01:55:00Z,ISU PD,F,0.14600000000000002,0.14600000000000002
2017-08-24T03:06:00Z,ISU PD,F,0.133,0.132
2017-08-24T02:11:00Z,Ames PD,M,0.131,0.13
2017-08-24T02:05:00Z,ISU PD,F,0.191,0.19
2017-08-20T03:44:00Z,Ames PD,M,0.14600000000000002,0.14400000000000002
2017-08-19T13:46:00Z,ISU PD,F,0.032,0.031
2017-08-18T00:51:00Z,ISU PD,M,0.088,0.088
2017-08-17T04:04:00Z,ISU PD,M,0.187,0.185
2017-08-17T03:20:00Z,ISU PD,M,0.135,0.134
2017-08-17T02:43:00Z,Ames PD,M,0.17500000000000002,0.17500000000000002
2017-08-13T02:37:00Z,ISU PD,M,0.15400000000000003,0.15300000000000002
2017-08-13T02:08:00Z,ISU PD,M,0.14,0.139
2017-08-12T23:24:00Z,ISU PD,F,0.081,0.08
2017-08-12T04:15:00Z,Ames PD,M,0.127,0.127
2017-08-12T03:17:00Z,ISU PD,M,0.129,0.128
2017-08-12T02:01:00Z,ISU PD,F,0.17800000000000002,0.17800000000000002
2017-08-12T00:35:00Z,Ames PD,M,0.23,0.23
2017-08-11T22:18:00Z,Ames PD,F,0.169,0.169
2017-08-10T01:16:00Z,ISU PD,M,0.202,0.202
2017-08-08T23:08:00Z,Ames PD,F,0.258,0.257
2017-08-06T04:48:00Z,ISU PD,F,0.10700000000000001,0.10700000000000001
2017-08-06T02:27:00Z,Ames PD,M,0,0
2017-08-06T01:40:00Z,ISU PD,M,0,0
2017-08-04T03:51:00Z,ISU PD,M,0.093,0.092
2017-08-02T03:35:00Z,ISU PD,M,0.10200000000000001,0.10200000000000001
2017-07-25T01:22:00Z,Ames PD,F,0,0
2017-07-23T03:15:00Z,ISU PD,M,0.12000000000000001,0.119
2017-07-18T00:47:00Z,Ames PD,M,0,0
2017-07-15T02:57:00Z,ISU PD,M,0.061,0.06
2017-07-13T03:32:00Z,ISU PD,M,0.15000000000000002,0.14900000000000002
2017-07-12T23:00:00Z,Ames PD,M,0.052000000000000005,0.052000000000000005
2017-07-06T04:05:00Z,Ames PD,M,0.137,0.136
2017-07-04T03:32:00Z,ISU PD,M,0.092,0.091
2017-07-01T00:48:00Z,Ames PD,M,0.16,0.15900000000000003
2017-06-25T03:57:00Z,ISU PD,M,0.088,0.08700000000000001
2017-06-25T03:49:00Z,ISU PD,M,0.093,0.094
2017-06-24T18:43:00Z,Ames PD,M,0.138,0.137
2017-06-24T03:49:00Z,ISU PD,M,0.273,0.272
2017-06-18T02:00:00Z,Ames PD,M,0.06899999999999999,0.068
2017-06-13T00:31:00Z,Ames PD,M,0.049,0.049
2017-06-11T02:40:00Z,Ames PD,M,0.161,0.161
2017-06-11T00:35:00Z,Ames PD,M,0.193,0.192
2017-06-09T00:02:00Z,Ames PD,M,0,0
2017-06-06T01:48:00Z,ISU PD,M,0.047,0.047
2017-06-04T03:13:00Z,Ames PD,M,0.161,0.161
2017-05-30T19:31:00Z,Ames PD,F,0.267,0.266
2017-05-28T18:03:00Z,Ames PD,M,0.189,0.189
2017-05-28T04:07:00Z,ISU PD,F,0.14300000000000002,0.14200000000000002
2017-05-28T01:28:00Z,ISU PD,M,0.117,0.117
2017-05-25T20:58:00Z,Ames PD,M,0.20800000000000002,0.20600000000000002
2017-05-22T09:40:00Z,Ames PD,M,0.29500000000000004,0.29500000000000004
2017-05-21T04:37:00Z,ISU PD,M,0.135,0.135
2017-05-21T02:38:00Z,ISU PD,F,0.084,0.083
2017-05-20T04:12:00Z,ISU PD,M,0.14200000000000002,0.14100000000000001
2017-05-19T02:04:00Z,ISU PD,M,0.129,0.129
2017-05-17T16:33:00Z,Ames PD,F,0.17600000000000002,0.17700000000000002
2017-05-14T03:47:00Z,Ames PD,F,0.181,0.18
2017-05-13T19:40:00Z,ISU PD,M,0.192,0.192
2017-05-13T02:34:00Z,ISU PD,M,0.101,0.101
2017-05-12T02:20:00Z,ISU PD,F,0.082,0.081
2017-05-12T01:11:00Z,Ames PD,M,0.127,0.126
2017-05-11T02:35:00Z,ISU PD,F,0.07800000000000001,0.079
2017-05-10T03:27:00Z,ISU PD,M,0.065,0.064
2017-05-05T07:20:00Z,Ames PD,M,0.199,0.198
2017-05-03T15:46:00Z,Ames PD,M,0,0
2017-05-02T20:08:00Z,Ames PD,M,0.15800000000000003,0.15700000000000003
2017-04-30T04:45:00Z,ISU PD,M,0.10200000000000001,0.101
2017-04-29T03:17:00Z,ISU PD,F,0.15800000000000003,0.15600000000000003
2017-04-29T03:09:00Z,ISU PD,M,0.111,0.11
2017-04-29T03:04:00Z,Ames PD,M,0.091,0.09
2017-04-23T03:46:00Z,Ames PD,M,0.15800000000000003,0.15700000000000003
2017-04-23T02:06:00Z,ISU PD,NA,0.20400000000000001,0.203
2017-04-22T19:06:00Z,Ames PD,M,0.07300000000000001,0.07300000000000001
2017-04-22T02:54:00Z,ISU PD,M,0.12200000000000001,0.12200000000000001
2017-04-22T02:38:00Z,ISU PD,F,0.088,0.088
2017-04-21T02:10:00Z,ISU PD,M,0.133,0.132
2017-04-20T03:50:00Z,Ames PD,M,0.14800000000000002,0.14700000000000002
2017-04-20T02:33:00Z,Ames PD,M,0.125,0.12400000000000001
2017-04-15T04:23:00Z,ISU PD,M,0.198,0.197
2017-04-15T03:00:00Z,Ames PD,M,0.21400000000000002,0.21400000000000002
2017-04-13T10:01:00Z,Ames PD,M,0,0
2017-04-13T02:56:00Z,ISU PD,M,0.07100000000000001,0.07200000000000001
2017-04-13T02:15:00Z,ISU PD,F,0.101,0.1
2017-04-12T22:34:00Z,ISU PD,M,0,0
2017-04-12T21:32:00Z,Ames PD,F,0.17200000000000001,0.171
2017-04-12T11:51:00Z,Ames PD,NA,0,0
2017-04-12T09:53:00Z,ISU PD,NA,0,0
2017-04-12T01:48:00Z,Ames PD,F,0.096,0.095
2017-04-09T23:29:00Z,Ames PD,M,0.161,0.161
2017-04-09T02:54:00Z,Ames PD,M,0.14100000000000001,0.14
2017-04-09T01:18:00Z,ISU PD,M,0.028,0.028
2017-04-07T19:46:00Z,Ames PD,M,0.17300000000000001,0.17300000000000001
2017-04-07T02:27:00Z,Ames PD,F,0.18,0.17900000000000002
2017-04-07T01:58:00Z,Ames PD,M,0.193,0.192
2017-04-06T01:58:00Z,ISU PD,M,0.07,0.07
2017-04-05T21:43:00Z,Ames PD,M,0.07600000000000001,0.07600000000000001
2017-04-05T03:30:00Z,ISU PD,M,0.115,0.114
2017-04-02T02:19:00Z,ISU PD,M,0.059000000000000004,0.059000000000000004
2017-03-31T04:03:00Z,ISU PD,M,0,0
2017-03-31T03:14:00Z,ISU PD,M,0.092,0.092
2017-03-30T15:35:00Z,Ames PD,M,0,0
2017-03-30T15:19:00Z,Ames PD,M,0,0
2017-03-30T15:07:00Z,Ames PD,M,0,0
2017-03-30T02:45:00Z,ISU PD,M,0.12400000000000001,0.12400000000000001
2017-03-26T02:50:00Z,Ames PD,F,0.15700000000000003,0.15800000000000003
2017-03-26T02:02:00Z,ISU PD,M,0.088,0.088
2017-03-25T21:28:00Z,Ames PD,M,0.019,0.019
2017-03-25T02:59:00Z,Ames PD,M,0.046,0.046
2017-03-25T01:24:00Z,Ames PD,M,0.128,0.126
2017-03-24T03:12:00Z,ISU PD,M,0.07600000000000001,0.07500000000000001
2017-03-19T02:53:00Z,ISU PD,M,0.07600000000000001,0.07500000000000001
2017-03-18T03:00:00Z,Ames PD,M,0.10700000000000001,0.10600000000000001
2017-03-18T00:49:00Z,Ames PD,M,0.193,0.192
2017-03-18T00:00:00Z,Ames PD,M,0.14700000000000002,0.14700000000000002
2017-03-15T09:22:00Z,Ames PD,M,0.226,0.224
2017-03-11T03:29:00Z,ISU PD,M,0.14800000000000002,0.14600000000000002
2017-03-11T00:54:00Z,Ames PD,M,0.131,0.13
2017-03-09T01:08:00Z,Ames PD,M,0,0
2017-03-08T02:57:00Z,Ames PD,M,0.17800000000000002,0.17800000000000002
2017-03-06T02:01:00Z,ISU PD,M,0.109,0.10800000000000001
2017-03-04T04:13:00Z,ISU PD,F,0.07500000000000001,0.07400000000000001
2017-03-03T04:26:00Z,ISU PD,F,0.194,0.194
2017-03-03T03:06:00Z,Ames PD,M,0.136,0.135
2017-02-25T04:12:00Z,ISU PD,M,0.17900000000000002,0.17800000000000002
2017-02-25T03:16:00Z,ISU PD,F,0.115,0.114
2017-02-22T04:57:00Z,Ames PD,M,0.21900000000000003,0.21800000000000003
2017-02-22T04:30:00Z,ISU PD,M,0,0
2017-02-19T03:20:00Z,ISU PD,F,0.10600000000000001,0.10600000000000001
2017-02-19T01:07:00Z,ISU PD,F,0.10300000000000001,0.10300000000000001
2017-02-18T13:25:00Z,Ames PD,M,0,0
2017-02-18T03:50:00Z,ISU PD,M,0.14,0.14
2017-02-18T02:21:00Z,ISU PD,F,0.118,0.118
2017-02-17T03:22:00Z,Ames PD,F,0.15700000000000003,0.15700000000000003
2017-02-17T02:53:00Z,ISU PD,M,0.07700000000000001,0.07600000000000001
2017-02-16T01:23:00Z,ISU PD,M,0.15900000000000003,0.15800000000000003
2017-02-14T02:15:00Z,Ames PD,F,0.021,0.022
2017-02-12T02:51:00Z,Ames PD,F,0.17600000000000002,0.17500000000000002
2017-02-12T01:59:00Z,Ames PD,M,0.045,0.045
2017-02-11T01:23:00Z,ISU PD,M,0.095,0.095
2017-02-10T03:02:00Z,ISU PD,M,0.126,0.126
2017-02-06T23:35:00Z,Ames PD,M,0.059000000000000004,0.06
2017-02-05T02:55:00Z,ISU PD,F,0.112,0.112
2017-02-02T02:21:00Z,ISU PD,M,0.21400000000000002,0.21300000000000002
2017-01-28T23:22:00Z,Ames PD,M,0,0
2017-01-27T02:02:00Z,ISU PD,M,0.109,0.10700000000000001
2017-01-26T06:01:00Z,Ames PD,M,0,0
2017-01-26T05:55:00Z,Ames PD,M,0,0
2017-01-26T05:46:00Z,Ames PD,M,0,0
2017-01-25T15:41:00Z,Ames PD,M,0,0
2017-01-24T03:15:00Z,ISU PD,M,0,0
2017-01-23T19:26:00Z,Ames PD,M,0.138,0.137
2017-01-23T06:51:00Z,Ames PD,M,0,0
2017-01-23T02:49:00Z,Ames PD,M,0.112,0.111
2017-01-21T21:56:00Z,Ames PD,M,0.163,0.163
2017-01-21T02:59:00Z,ISU PD,M,0.165,0.164
2017-01-19T23:03:00Z,ISU PD,M,0,0
2017-01-19T05:23:00Z,ISU PD,M,0.095,0.095
2017-01-19T03:30:00Z,ISU PD,F,0.162,0.161
2017-01-17T03:21:00Z,Ames PD,NA,0.127,0.126
2017-01-16T03:26:00Z,ISU PD,M,0.171,0.171
2017-01-15T02:31:00Z,Ames PD,M,0.185,0.184
2017-01-15T02:14:00Z,Ames PD,M,0.15600000000000003,0.15600000000000003
2017-01-14T23:17:00Z,ISU PD,F,0.07700000000000001,0.07700000000000001
2017-01-14T02:21:00Z,ISU PD,M,0.137,0.136
2017-01-13T23:35:00Z,ISU PD,F,0.183,0.182
2017-01-13T03:55:00Z,ISU PD,M,0.14300000000000002,0.14200000000000002
2017-01-13T02:35:00Z,Ames PD,M,0.17500000000000002,0.17400000000000002
2017-01-11T04:15:00Z,ISU PD,M,0,0
2017-01-09T01:38:00Z,ISU PD,M,0,0
2017-01-08T03:38:00Z,ISU PD,M,0.094,0.093
2017-01-07T22:29:00Z,Ames PD,M,0,0
2017-01-04T20:10:00Z,Ames PD,M,0.192,0.192
2017-01-03T02:11:00Z,Ames PD,M,0,0
2017-01-02T02:23:00Z,Ames PD,M,0.054000000000000006,0.053000000000000005
2016-12-30T21:25:00Z,Ames PD,M,0.10800000000000001,0.10700000000000001
2016-12-26T03:00:00Z,ISU PD,M,0.185,0.184
2016-12-20T01:07:00Z,ISU PD,M,0.003,0.005
2016-12-17T04:28:00Z,Ames PD,M,0.092,0.091
2016-12-16T02:46:00Z,ISU PD,M,0.129,0.129
2016-12-08T22:26:00Z,Ames PD,M,0.15700000000000003,0.15700000000000003
2016-12-08T18:14:00Z,Ames PD,F,0.1,0.1
2016-12-07T02:59:00Z,Ames PD,M,0.21800000000000003,0.21700000000000003
2016-12-03T19:30:00Z,Ames PD,M,0.21500000000000002,0.21500000000000002
2016-12-03T17:02:00Z,Ames PD,F,0,0
2016-12-03T03:59:00Z,ISU PD,F,0.089,0.088
2016-12-03T02:22:00Z,ISU PD,M,0.163,0.163
2016-12-01T04:21:00Z,ISU PD,F,0.167,0.166
2016-12-01T00:51:00Z,Ames PD,F,0.15400000000000003,0.15300000000000002
2016-11-27T05:19:00Z,Ames PD,M,0.13,0.13
2016-11-27T04:29:00Z,ISU PD,M,0.118,0.118
2016-11-25T07:05:00Z,Ames PD,F,0.065,0.065
2016-11-20T02:29:00Z,ISU PD,M,0.07800000000000001,0.07800000000000001
2016-11-18T03:39:00Z,Ames PD,M,0.097,0.097
2016-11-16T03:21:00Z,Ames PD,NA,0.16,0.15900000000000003
2016-11-14T01:56:00Z,Ames PD,NA,0.17,0.17
2016-11-13T04:06:00Z,ISU PD,M,0.049,0.049
2016-11-12T03:57:00Z,Ames PD,F,0.166,0.165
2016-11-12T03:15:00Z,ISU PD,F,0.07800000000000001,0.07700000000000001
2016-11-12T02:30:00Z,ISU PD,F,0.034,0.034
2016-11-07T19:19:00Z,ISU PD,M,0.24900000000000003,0.24800000000000003
2016-11-06T11:25:00Z,Ames PD,M,0.127,0.127
2016-11-06T02:44:00Z,ISU PD,F,0.162,0.161
2016-11-06T01:31:00Z,Ames PD,M,0.011,0.011
2016-11-05T02:49:00Z,ISU PD,M,0.136,0.136
2016-11-04T01:59:00Z,Ames PD,M,0.182,0.181
2016-11-02T02:28:00Z,ISU PD,M,0,0
2016-10-30T05:54:00Z,Ames PD,M,0.198,0.198
2016-10-30T02:51:00Z,Ames PD,M,0.098,0.097
2016-10-30T02:26:00Z,ISU PD,M,0,0
2016-10-30T01:46:00Z,Ames PD,M,0.098,0.098
2016-10-29T03:50:00Z,ISU PD,M,0.14800000000000002,0.14800000000000002
2016-10-28T22:34:00Z,Ames PD,M,0,0
2016-10-28T03:27:00Z,ISU PD,F,0.094,0.093
2016-10-28T03:04:00Z,ISU PD,M,0.12300000000000001,0.12300000000000001
2016-10-28T02:30:00Z,Ames PD,M,0.092,0.092
2016-10-25T02:24:00Z,ISU PD,M,0,0
2016-10-23T04:07:00Z,Ames PD,M,0.081,0.08
2016-10-23T03:10:00Z,Ames PD,M,0.125,0.12400000000000001
2016-10-17T15:28:00Z,Ames PD,F,0.24700000000000003,0.24700000000000003
2016-10-16T02:35:00Z,ISU PD,M,0.134,0.134
2016-10-15T18:02:00Z,Ames PD,F,0.228,0.228
2016-10-14T03:33:00Z,Ames PD,M,0.135,0.134
2016-10-09T03:36:00Z,ISU PD,F,0.14300000000000002,0.14200000000000002
2016-10-08T00:10:00Z,Ames PD,M,0.052000000000000005,0.051000000000000004
2016-10-02T04:13:00Z,Ames PD,M,0.117,0.117
2016-10-02T01:24:00Z,Ames PD,M,0,0
2016-09-30T02:43:00Z,ISU PD,M,0.169,0.169
2016-09-30T01:51:00Z,ISU PD,M,0,0
2016-09-27T20:48:00Z,Ames PD,M,0.258,0.257
2016-09-25T04:04:00Z,Ames PD,M,0.128,0.127
2016-09-25T03:29:00Z,ISU PD,F,0.168,0.167
2016-09-24T04:06:00Z,Ames PD,M,0.127,0.127
2016-09-24T03:54:00Z,Ames PD,F,0.21100000000000002,0.21100000000000002
2016-09-24T03:49:00Z,ISU PD,M,0.14100000000000001,0.14
2016-09-24T02:31:00Z,ISU PD,M,0.117,0.117
2016-09-24T02:04:00Z,ISU PD,F,0.168,0.167
2016-09-24T01:30:00Z,ISU PD,F,0.15600000000000003,0.15500000000000003
2016-09-18T04:38:00Z,Ames PD,M,0.047,0.047
2016-09-18T03:24:00Z,ISU PD,M,0.15300000000000002,0.15300000000000002
2016-09-17T03:43:00Z,ISU PD,M,0.132,0.13
2016-09-16T21:07:00Z,Ames PD,F,0.25,0.24800000000000003
2016-09-16T04:47:00Z,Ames PD,M,0.21000000000000002,0.20900000000000002
2016-09-12T02:48:00Z,ISU PD,M,0.089,0.088
2016-09-12T02:00:00Z,ISU PD,M,0.17700000000000002,0.17600000000000002
2016-09-11T03:46:00Z,ISU PD,M,0.131,0.131
2016-09-11T02:05:00Z,Ames PD,M,0.23500000000000001,0.234
2016-09-10T04:06:00Z,ISU PD,M,0.23500000000000001,0.234
2016-09-10T01:52:00Z,Ames PD,M,0.21600000000000003,0.21500000000000002
2016-09-08T05:03:00Z,ISU PD,M,0.16,0.15900000000000003
2016-09-06T03:21:00Z,Ames PD,M,0.20900000000000002,0.20900000000000002
2016-09-05T23:57:00Z,ISU PD,M,0.15300000000000002,0.15200000000000002
2016-09-04T03:18:00Z,ISU PD,M,0.133,0.133
2016-09-04T03:04:00Z,ISU PD,M,0.07800000000000001,0.07800000000000001
2016-09-03T03:26:00Z,ISU PD,M,0.046,0.045
2016-09-03T03:20:00Z,Ames PD,M,0.164,0.164
2016-09-03T01:39:00Z,ISU PD,F,0.056,0.056
2016-09-02T20:49:00Z,Ames PD,M,0,0
2016-09-02T03:03:00Z,Ames PD,M,0.109,0.109
2016-09-02T01:33:00Z,Ames PD,F,0.07,0.07
2016-08-28T20:22:00Z,ISU PD,M,0.019,0.019
2016-08-28T12:56:00Z,Ames PD,M,0.17,0.169
2016-08-28T02:13:00Z,Ames PD,M,0.191,0.19
2016-08-28T01:20:00Z,ISU PD,M,0,0
2016-08-28T01:13:00Z,Ames PD,M,0.14700000000000002,0.14600000000000002
2016-08-27T23:37:00Z,Ames PD,F,0.044,0.043000000000000003
2016-08-27T05:30:00Z,ISU PD,M,0.08600000000000001,0.08600000000000001
2016-08-27T03:07:00Z,Ames PD,M,0.15900000000000003,0.15900000000000003
2016-08-26T02:42:00Z,Ames PD,F,0.161,0.16
2016-08-24T02:58:00Z,Ames PD,M,0.191,0.19
2016-08-24T01:55:00Z,Ames PD,F,0.18,0.17900000000000002
2016-08-21T06:22:00Z,ISU PD,M,0.109,0.109
2016-08-21T02:52:00Z,Ames PD,F,0.15100000000000002,0.15100000000000002
2016-08-20T03:29:00Z,ISU PD,F,0.199,0.198
2016-08-20T03:09:00Z,ISU PD,F,0.088,0.08700000000000001
2016-08-19T03:25:00Z,ISU PD,M,0.036,0.034999999999999996
2016-08-17T18:50:00Z,Ames PD,M,0,0
2016-08-17T01:33:00Z,ISU PD,M,0.027,0.027
2016-08-13T03:47:00Z,ISU PD,NA,0.08600000000000001,0.085
2016-08-12T05:55:00Z,Ames PD,M,0.17400000000000002,0.17400000000000002
2016-08-11T05:15:00Z,Ames PD,M,0,0
2016-08-10T05:18:00Z,Ames PD,M,0,0
2016-08-10T03:01:00Z,ISU PD,M,0.12200000000000001,0.12300000000000001
2016-08-09T04:18:00Z,ISU PD,M,0,0
2016-08-06T03:51:00Z,ISU PD,F,0.042,0.042
2016-08-06T03:19:00Z,Ames PD,F,0.14300000000000002,0.14300000000000002
2016-08-06T00:48:00Z,ISU PD,M,0.037,0.037
2016-08-05T02:58:00Z,ISU PD,M,0.14400000000000002,0.14400000000000002
2016-08-04T02:50:00Z,ISU PD,M,0.119,0.119
2016-08-04T00:40:00Z,Ames PD,F,0.21100000000000002,0.21100000000000002
2016-08-03T02:28:00Z,ISU PD,M,0.195,0.193
2016-08-03T00:28:00Z,Ames PD,M,0.056,0.055
2016-07-31T01:36:00Z,ISU PD,F,0.161,0.16
2016-07-29T03:32:00Z,ISU PD,M,0.09899999999999999,0.09899999999999999
2016-07-29T02:56:00Z,ISU PD,M,0.10500000000000001,0.10400000000000001
2016-07-29T02:29:00Z,ISU PD,F,0.129,0.129
2016-07-28T01:08:00Z,ISU PD,M,0.049,0.049
2016-07-26T00:16:00Z,ISU PD,M,0,0
2016-07-23T01:45:00Z,Ames PD,F,0.223,0.222
2016-07-20T03:27:00Z,ISU PD,M,0.191,0.19
2016-07-19T05:27:00Z,ISU PD,M,0.15900000000000003,0.15900000000000003
2016-07-13T00:18:00Z,ISU PD,F,0.14600000000000002,0.14400000000000002
2016-07-12T03:20:00Z,ISU PD,M,0.048,0.047
2016-07-10T03:18:00Z,ISU PD,F,0.1,0.09899999999999999
2016-07-08T02:57:00Z,ISU PD,M,0.115,0.115
2016-07-07T01:48:00Z,ISU PD,M,0.132,0.132
2016-07-04T03:00:00Z,ISU PD,M,0,0
2016-07-03T02:00:00Z,ISU PD,M,0.10300000000000001,0.10400000000000001
2016-07-02T02:20:00Z,Ames PD,F,0,0
2016-07-01T00:19:00Z,Ames PD,M,0.192,0.192
2016-06-30T02:29:00Z,Ames PD,M,0.186,0.185
2016-06-29T16:07:00Z,Ames PD,NA,0,0
2016-06-26T04:07:00Z,ISU PD,M,0.125,0.12400000000000001
2016-06-26T00:58:00Z,ISU PD,F,0.161,0.16
2016-06-25T10:11:00Z,Ames PD,M,0,0
2016-06-25T02:19:00Z,ISU PD,M,0.17400000000000002,0.17400000000000002
2016-06-24T02:58:00Z,Ames PD,F,0.112,0.112
2016-06-23T02:51:00Z,ISU PD,M,0.128,0.128
2016-06-22T09:07:00Z,Ames PD,M,0,0
2016-06-21T04:07:00Z,Ames PD,M,0.16,0.15900000000000003
2016-06-21T01:51:00Z,ISU PD,M,0.118,0.118
2016-06-20T23:33:00Z,Ames PD,F,0.167,0.166
2016-06-19T03:15:00Z,ISU PD,M,0.12400000000000001,0.12400000000000001
2016-06-19T02:10:00Z,ISU PD,M,0.15200000000000002,0.15200000000000002
2016-06-19T01:53:00Z,Ames PD,M,0.201,0.2
2016-06-17T23:21:00Z,Ames PD,F,0,0
2016-06-15T04:23:00Z,Ames PD,M,0.118,0.117
2016-06-11T01:33:00Z,ISU PD,F,0,0
2016-06-11T00:47:00Z,Ames PD,M,0.09,0.089
2016-06-10T20:17:00Z,Ames PD,F,0.231,0.23
