rental_date,return_date,amount,release_year,rental_rate,length,replacement_cost,special_features,NC-17,PG,PG-13,R,amount_2,length_2,rental_rate_2
2005-06-15 06:21:46+00:00,2005-06-20 11:14:46+00:00,0.99,2006.0,0.99,181.0,21.99,"{Trailers,""Behind the Scenes""}",0,0,0,1,0.9801,32761.0,0.9801
2005-07-08 08:01:02+00:00,2005-07-15 02:32:02+00:00,0.99,2006.0,0.99,181.0,21.99,"{Trailers,""Behind the Scenes""}",0,0,0,1,0.9801,32761.0,0.9801
2005-07-28 10:44:03+00:00,2005-07-29 13:46:03+00:00,0.99,2006.0,0.99,181.0,21.99,"{Trailers,""Behind the Scenes""}",0,0,0,1,0.9801,32761.0,0.9801
2005-08-23 22:23:11+00:00,2005-08-24 19:09:11+00:00,0.99,2006.0,0.99,181.0,21.99,"{Trailers,""Behind the Scenes""}",0,0,0,1,0.9801,32761.0,0.9801
2005-05-25 03:05:21+00:00,2005-06-02 08:33:21+00:00,6.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,48.8601,7056.0,8.940100000000001
2005-06-19 09:59:57+00:00,2005-06-24 15:44:57+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-07-09 02:45:02+00:00,2005-07-12 03:59:02+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-07-27 15:05:54+00:00,2005-08-02 15:36:54+00:00,3.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,15.920100000000001,7056.0,8.940100000000001
2005-08-20 16:44:53+00:00,2005-08-22 13:18:53+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-05-28 00:08:55+00:00,2005-06-01 18:32:55+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-06-17 08:25:46+00:00,2005-06-26 13:37:46+00:00,6.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,48.8601,7056.0,8.940100000000001
2005-07-12 10:28:12+00:00,2005-07-19 10:19:12+00:00,4.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,24.900100000000002,7056.0,8.940100000000001
2005-08-02 10:17:16+00:00,2005-08-09 09:58:16+00:00,4.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,24.900100000000002,7056.0,8.940100000000001
2005-08-23 02:51:13+00:00,2005-08-29 03:46:13+00:00,3.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,15.920100000000001,7056.0,8.940100000000001
2005-05-29 05:59:10+00:00,2005-06-01 06:45:10+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-06-15 14:55:09+00:00,2005-06-18 19:14:09+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-07-11 03:59:27+00:00,2005-07-15 03:38:27+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-08-01 09:23:00+00:00,2005-08-04 05:12:00+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-08-23 10:56:15+00:00,2005-08-24 11:37:15+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-05-31 04:06:20+00:00,2005-06-01 01:29:20+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-06-20 17:47:20+00:00,2005-06-25 20:00:20+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-07-10 22:20:48+00:00,2005-07-17 04:09:48+00:00,4.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,24.900100000000002,7056.0,8.940100000000001
2005-07-31 19:47:51+00:00,2005-08-02 23:06:51+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-08-19 19:40:28+00:00,2005-08-23 01:20:28+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-05-31 19:58:44+00:00,2005-06-05 22:05:44+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-06-15 16:45:30+00:00,2005-06-17 21:12:30+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-07-07 11:06:03+00:00,2005-07-13 05:56:03+00:00,3.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,15.920100000000001,7056.0,8.940100000000001
2005-07-29 15:25:54+00:00,2005-08-04 14:16:54+00:00,3.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,15.920100000000001,7056.0,8.940100000000001
2005-08-24 00:27:34+00:00,2005-08-28 20:48:34+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-07-07 19:47:47+00:00,2005-07-10 15:45:47+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-07-28 19:30:26+00:00,2005-08-05 20:29:26+00:00,5.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,35.880100000000006,7056.0,8.940100000000001
2005-08-19 15:27:10+00:00,2005-08-22 09:32:10+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-07-27 07:59:35+00:00,2005-08-05 07:33:35+00:00,6.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,48.8601,7056.0,8.940100000000001
2005-08-20 03:34:26+00:00,2005-08-23 22:33:26+00:00,2.99,2004.0,2.99,84.0,29.99,{Trailers},1,0,0,0,8.940100000000001,7056.0,8.940100000000001
2005-05-25 03:08:07+00:00,2005-05-27 05:32:07+00:00,0.99,2008.0,0.99,92.0,19.99,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0.9801,8464.0,0.9801
2005-06-21 16:12:41+00:00,2005-06-26 10:32:41+00:00,0.99,2008.0,0.99,92.0,19.99,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0.9801,8464.0,0.9801
2005-07-08 14:16:00+00:00,2005-07-17 14:03:00+00:00,4.99,2008.0,0.99,92.0,19.99,"{Commentaries,""Behind the Scenes""}",1,0,0,0,24.900100000000002,8464.0,0.9801
2005-07-29 11:37:48+00:00,2005-08-04 14:43:48+00:00,1.99,2008.0,0.99,92.0,19.99,"{Commentaries,""Behind the Scenes""}",1,0,0,0,3.9601,8464.0,0.9801
2005-08-23 20:44:56+00:00,2005-08-25 02:42:56+00:00,0.99,2008.0,0.99,92.0,19.99,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0.9801,8464.0,0.9801
2005-05-28 09:36:58+00:00,2005-06-02 05:50:58+00:00,0.99,2008.0,0.99,92.0,19.99,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0.9801,8464.0,0.9801
2005-06-18 16:54:18+00:00,2005-06-26 11:23:18+00:00,3.99,2008.0,0.99,92.0,19.99,"{Commentaries,""Behind the Scenes""}",1,0,0,0,15.920100000000001,8464.0,0.9801
2005-07-10 11:17:01+00:00,2005-07-15 15:59:01+00:00,0.99,2008.0,0.99,92.0,19.99,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0.9801,8464.0,0.9801
2005-07-29 15:18:27+00:00,2005-07-30 09:21:27+00:00,0.99,2008.0,0.99,92.0,19.99,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0.9801,8464.0,0.9801
2005-08-18 00:11:35+00:00,2005-08-25 03:48:35+00:00,2.99,2008.0,0.99,92.0,19.99,"{Commentaries,""Behind the Scenes""}",1,0,0,0,8.940100000000001,8464.0,0.9801
2005-05-25 03:11:53+00:00,2005-05-30 00:34:53+00:00,1.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,3.9601,15129.0,0.9801
2005-06-17 10:16:47+00:00,2005-06-21 10:03:47+00:00,0.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,0.9801,15129.0,0.9801
2005-07-06 17:07:30+00:00,2005-07-09 20:26:30+00:00,0.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,0.9801,15129.0,0.9801
2005-07-28 05:16:51+00:00,2005-08-02 04:45:51+00:00,1.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,3.9601,15129.0,0.9801
2005-08-23 02:49:23+00:00,2005-09-01 07:50:23+00:00,6.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,48.8601,15129.0,0.9801
2005-05-29 01:23:02+00:00,2005-06-02 21:39:02+00:00,1.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,3.9601,15129.0,0.9801
2005-06-21 02:48:44+00:00,2005-06-22 01:25:44+00:00,0.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,0.9801,15129.0,0.9801
2005-07-06 06:01:08+00:00,2005-07-07 07:14:08+00:00,0.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,0.9801,15129.0,0.9801
2005-07-29 17:19:25+00:00,2005-08-06 12:33:25+00:00,4.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,24.900100000000002,15129.0,0.9801
2005-08-17 11:11:58+00:00,2005-08-26 16:08:58+00:00,5.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,35.880100000000006,15129.0,0.9801
2005-05-31 23:46:38+00:00,2005-06-05 18:03:38+00:00,1.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,3.9601,15129.0,0.9801
2005-06-19 00:57:12+00:00,2005-06-20 19:42:12+00:00,0.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,0.9801,15129.0,0.9801
2005-07-07 10:25:19+00:00,2005-07-11 04:50:19+00:00,0.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,0.9801,15129.0,0.9801
2005-08-02 02:18:32+00:00,2005-08-10 22:41:32+00:00,5.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,35.880100000000006,15129.0,0.9801
2005-07-08 06:28:41+00:00,2005-07-17 03:59:41+00:00,4.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,24.900100000000002,15129.0,0.9801
2005-07-29 07:32:38+00:00,2005-07-31 06:12:38+00:00,0.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,0.9801,15129.0,0.9801
2005-08-20 12:05:59+00:00,2005-08-29 16:15:59+00:00,5.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,35.880100000000006,15129.0,0.9801
2005-07-10 00:07:09+00:00,2005-07-12 22:33:09+00:00,0.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,0.9801,15129.0,0.9801
2005-07-29 20:04:00+00:00,2005-08-05 16:37:00+00:00,3.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,15.920100000000001,15129.0,0.9801
2005-08-23 05:05:00+00:00,2005-08-27 02:56:00+00:00,0.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,0.9801,15129.0,0.9801
2005-07-28 23:24:24+00:00,2005-07-31 18:31:24+00:00,0.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,0.9801,15129.0,0.9801
2005-08-20 18:31:21+00:00,2005-08-29 22:29:21+00:00,5.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,35.880100000000006,15129.0,0.9801
2005-07-30 08:37:20+00:00,2005-08-01 03:54:20+00:00,0.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,0.9801,15129.0,0.9801
2005-08-22 23:10:26+00:00,2005-08-28 01:55:26+00:00,1.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,3.9601,15129.0,0.9801
2005-08-03 02:51:23+00:00,2005-08-09 05:52:23+00:00,3.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,15.920100000000001,15129.0,0.9801
2005-08-20 14:25:12+00:00,2005-08-21 14:49:12+00:00,0.99,2006.0,0.99,123.0,12.99,"{Trailers,Commentaries}",0,0,1,0,0.9801,15129.0,0.9801
2005-05-25 03:31:46+00:00,2005-05-28 03:33:46+00:00,4.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,24.900100000000002,32761.0,24.900100000000002
2005-06-16 17:28:44+00:00,2005-06-17 15:03:44+00:00,4.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,24.900100000000002,32761.0,24.900100000000002
2005-07-07 10:20:52+00:00,2005-07-15 09:58:52+00:00,6.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,48.8601,32761.0,24.900100000000002
2005-08-01 06:58:27+00:00,2005-08-02 01:55:27+00:00,4.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,24.900100000000002,32761.0,24.900100000000002
2005-05-31 13:12:13+00:00,2005-06-01 10:15:13+00:00,4.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,24.900100000000002,32761.0,24.900100000000002
2005-06-18 06:22:07+00:00,2005-06-23 11:24:07+00:00,4.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,24.900100000000002,32761.0,24.900100000000002
2005-07-06 17:57:31+00:00,2005-07-14 14:44:31+00:00,6.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,48.8601,32761.0,24.900100000000002
2005-07-27 15:06:00+00:00,2005-08-02 10:44:00+00:00,4.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,24.900100000000002,32761.0,24.900100000000002
2005-08-19 03:37:33+00:00,2005-08-23 07:07:33+00:00,4.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,24.900100000000002,32761.0,24.900100000000002
2005-06-21 19:58:25+00:00,2005-06-23 14:58:25+00:00,4.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,24.900100000000002,32761.0,24.900100000000002
2005-07-07 04:58:00+00:00,2005-07-15 23:42:00+00:00,6.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,48.8601,32761.0,24.900100000000002
2005-07-31 22:10:56+00:00,2005-08-03 03:36:56+00:00,4.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,24.900100000000002,32761.0,24.900100000000002
2005-08-22 04:29:39+00:00,2005-08-25 06:25:39+00:00,4.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,24.900100000000002,32761.0,24.900100000000002
2005-07-12 10:42:31+00:00,2005-07-15 11:51:31+00:00,4.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,24.900100000000002,32761.0,24.900100000000002
2005-07-29 12:18:20+00:00,2005-08-03 08:50:20+00:00,4.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,24.900100000000002,32761.0,24.900100000000002
2005-08-18 18:06:06+00:00,2005-08-25 18:21:06+00:00,5.99,2005.0,4.99,181.0,29.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,35.880100000000006,32761.0,24.900100000000002
2005-05-25 04:00:40+00:00,2005-05-28 04:22:40+00:00,4.99,2005.0,4.99,56.0,9.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,24.900100000000002,3136.0,24.900100000000002
2005-06-16 18:28:33+00:00,2005-06-18 13:02:33+00:00,4.99,2005.0,4.99,56.0,9.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,24.900100000000002,3136.0,24.900100000000002
2005-07-08 11:48:12+00:00,2005-07-10 12:13:12+00:00,4.99,2005.0,4.99,56.0,9.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,24.900100000000002,3136.0,24.900100000000002
2005-08-01 11:31:25+00:00,2005-08-07 13:23:25+00:00,4.99,2005.0,4.99,56.0,9.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,24.900100000000002,3136.0,24.900100000000002
2005-08-17 22:13:55+00:00,2005-08-23 22:27:55+00:00,4.99,2005.0,4.99,56.0,9.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,24.900100000000002,3136.0,24.900100000000002
